DATE,Block,Plot,Rotation,Quadrat,Reading,W460,W510,W560,W610,W660,W710,W760,W810,
7/24/2018,1,14,S2,1412,14124,2.58,3.33,4.94,4.42,4.03,10.29,30.29,30.26,
7/24/2018,1,14,S2,1413,14133,2.7,3.48,4.79,4.43,4.59,9.1,22.11,24.02,
7/24/2018,1,14,S2,1413,14134,2.63,3.28,4.82,4.46,4.15,10.05,26.94,27.38,
7/24/2018,1,14,S2,1414,14143,3.03,4.01,5.22,5.15,5.83,9.77,21.33,23.41,
7/24/2018,1,14,S2,1414,14144,2.78,3.49,4.89,4.92,4.53,10.09,26.11,26.99,
7/24/2018,1,14,S2,1415,14153,2.72,3.58,5.07,4.34,4.57,9.81,25.12,26.59,
7/24/2018,1,14,S2,1415,14154,2.48,3.19,4.48,4.36,4.28,9.31,24.39,24.8,
7/24/2018,1,14,S2,1416,14163,2.88,3.73,5.36,4.4,4.68,9.76,24.98,26.99,
7/24/2018,1,14,S2,1416,14164,3.05,3.91,5.39,5.39,5.17,10.43,25.59,26.52,
7/24/2018,1,14,S2,1417,14173,3.34,4.26,5.79,5.04,5.22,10.47,25.53,26.94,
7/24/2018,1,14,S2,1417,14174,3.01,3.88,5.48,5.4,5.03,10.73,26.86,28.59,
7/24/2018,1,14,S2,1418,14183,4.21,5.33,6.63,6.45,7.25,11.05,21.41,24.86,
7/24/2018,1,14,S2,1418,14184,3.63,4.62,5.92,6.15,6.36,10.85,23.23,24.54,
7/24/2018,1,14,S2,1419,14193,3.43,4.45,5.86,5.42,6.11,10.02,22.85,24.81,
7/24/2018,1,14,S2,1419,14194,3.85,5.02,6.2,6.17,6.66,10.45,20.55,22.53,
7/24/2018,1,14,S2,1420,14203,2.97,3.6,5.09,4.58,4.6,9.79,25.83,26.46,
7/24/2018,1,14,S2,1420,14204,2.76,3.55,4.95,4.6,4.62,9.28,23.86,24.52,
7/24/2018,1,19,S3,1911,19113,2.92,3.87,5.74,4.67,4.9,10.03,26.01,28.01,
7/24/2018,1,19,S3,1911,19114,3.04,3.99,5.58,5.01,5.42,10.25,24.55,26.9,
7/24/2018,1,19,S3,1912,19123,3.38,4.42,5.82,5.1,5.86,9.83,21.02,23.11,
7/24/2018,1,19,S3,1912,19124,3.57,4.62,6.05,6.15,6.27,10.69,21.63,22.7,
7/24/2018,1,19,S3,1913,19133,3.47,4.5,6.05,5.57,5.81,10.81,25.15,26.48,
7/24/2018,1,19,S3,1913,19134,3.2,4.1,5.51,5.25,5.5,9.8,21.28,22.1,
7/24/2018,1,19,S3,1914,19143,5.68,7.14,7.83,8.55,9.63,11.74,15.48,18.14,
7/24/2018,1,19,S3,1914,19144,4.4,5.43,6.66,7.39,7.35,11.62,19.96,21.44,
7/24/2018,1,19,S3,1915,19153,5.01,6.21,7.41,7.58,8.16,11.39,17.75,20.41,
7/24/2018,1,19,S3,1915,19154,4.09,5.07,6.24,6.66,7.19,10.79,18,19.66,
7/24/2018,1,19,S3,1916,19163,3.03,4,5.8,5.19,5.5,10.67,26.29,27.71,
7/24/2018,1,19,S3,1916,19164,3,3.93,5.33,5.01,5.44,9.75,22.81,24.21,
7/24/2018,1,19,S3,1917,19173,2.37,3.36,6.2,4.77,3.76,11.41,32.46,33.86,
7/24/2018,1,19,S3,1917,19174,2.42,3.28,5.5,4.38,4.04,10.13,27.58,29.31,
7/24/2018,1,19,S3,1918,19183,3.02,4.06,5.87,5.4,5.31,10.29,25.04,26.2,
7/24/2018,1,19,S3,1918,19184,2.73,3.64,5.61,4.96,4.51,10.77,29.03,31.93,
7/24/2018,1,19,S3,1919,19193,3.02,3.99,6.2,5.12,4.87,10.52,27.65,29.08,
7/24/2018,1,19,S3,1919,19194,2.66,3.6,5.66,4.92,4.28,10.57,28.72,30.5,
7/24/2018,1,19,S3,1920,19203,2.45,3.31,5.01,4.23,4.18,9.37,26.1,27.83,
7/24/2018,1,19,S3,1920,19204,2.68,3.56,5.36,4.47,4.47,9.23,21.9,25.55,
7/24/2018,2,23,S2,2301,23013,2.66,3.51,5.43,4.84,4.6,10.24,29.55,30.35,
7/24/2018,2,23,S2,2301,23014,3.6,4.59,5.89,5.92,6.59,9.93,20.38,22.35,
7/24/2018,2,23,S2,2302,23023,3.9,5.17,6.84,6.91,7.23,12.04,26.55,29.11,
7/24/2018,2,23,S2,2302,23024,2.73,3.64,5.26,5.37,4.86,10.93,31.49,32.2,
7/24/2018,2,23,S2,2303,23033,3.03,3.95,5.58,5.3,5.36,10.25,26.32,29.08,
7/24/2018,2,23,S2,2303,23034,2.51,3.34,5.04,4.92,4.34,10.46,29.39,31.48,
7/24/2018,2,23,S2,2304,23043,2.58,3.54,5.38,5.02,4.58,10.77,29.6,31.84,
7/24/2018,2,23,S2,2304,23044,2.26,3.04,4.86,4.15,3.71,9.84,30.58,31.46,
7/24/2018,2,23,S2,2305,23053,3.05,4.02,5.67,5.22,5.45,10.34,25.22,27.02,
7/24/2018,2,23,S2,2305,23054,3.14,4.13,5.89,5.34,5.19,10.85,28.22,29.59,
7/24/2018,2,23,S2,2306,23063,3.85,4.98,6.46,6.33,7.04,10.77,20.85,23.41,
7/24/2018,2,23,S2,2306,23064,3.67,4.65,6.15,6.12,6.4,10.95,21.92,23.64,
7/24/2018,2,23,S2,2307,23073,3.16,4.12,5.71,5.54,5.67,10.93,27.28,28.31,
7/24/2018,2,23,S2,2307,23074,3.3,4.28,5.64,5.37,5.99,9.85,21.41,22.34,
7/24/2018,2,23,S2,2308,23083,3.29,4.26,5.66,5.19,5.75,9.47,21.44,23.25,
7/24/2018,2,23,S2,2308,23084,2.96,3.88,5.66,5.24,4.75,10.84,28.44,30.28,
7/24/2018,2,23,S2,2309,23093,2.26,3.03,4.79,3.69,3.53,9.89,32.82,34.86,
7/24/2018,2,23,S2,2309,23094,1.98,2.6,4.24,3.54,3,9.32,31.01,33.94,
7/24/2018,2,23,S2,2310,23103,1.95,2.66,4.32,3.44,3.21,9.08,29.29,31.33,
7/24/2018,2,23,S2,2310,23104,2.07,2.78,4.42,3.65,3.65,8.99,28.48,31.27,
7/24/2018,2,27,S4,2701,27013,2.95,3.74,4.96,4.75,4.72,8.6,19.2,21.27,
7/24/2018,2,27,S4,2701,27014,2.48,3.21,4.6,4.35,4.14,9.12,22.57,23.16,
7/24/2018,2,27,S4,2702,27023,2.37,3.06,4.45,3.81,4.03,8.53,22.28,23.23,
7/24/2018,2,27,S4,2702,27024,2.57,3.37,4.95,4.49,4.47,9.65,25.22,26.8,
7/24/2018,2,27,S4,2703,27033,3.34,4.31,5.79,5.8,5.87,10.18,20.86,22.5,
7/24/2018,2,27,S4,2703,27034,3.21,4.11,5.67,5.7,5.26,10.62,24.17,24.6,
7/24/2018,2,27,S4,2704,27043,2.22,2.95,4.45,3.77,3.73,9.05,26.21,26.27,
7/24/2018,2,27,S4,2704,27044,2.36,3.04,4.55,4.08,3.77,8.64,23.01,23.83,
7/24/2018,2,27,S4,2705,27053,2.13,2.78,4.31,3.46,3.32,8.48,26.04,26.01,
7/24/2018,2,27,S4,2705,27054,2.38,3.05,4.46,3.82,4.03,8.19,21.32,22.43,
7/24/2018,2,27,S4,2706,27063,1.95,2.51,4.05,3.25,3.08,8.26,26.89,28.54,
7/24/2018,2,27,S4,2706,27064,2.47,3.12,4.49,3.83,4.09,7.99,20.75,22.08,
7/24/2018,2,27,S4,2707,27073,1.98,2.59,4.13,3.29,3.28,8.36,25.84,27.36,
7/24/2018,2,27,S4,2707,27074,2.15,2.73,4.2,3.78,3.46,8.9,27.26,28.54,
7/24/2018,2,27,S4,2708,27083,1.64,2.2,3.91,2.97,2.34,9.09,34.43,36.17,
7/24/2018,2,27,S4,2708,27084,1.7,2.19,3.71,3.02,2.6,8.26,27.77,28.73,
7/24/2018,2,27,S4,2709,27093,2.69,3.51,4.94,4.45,4.43,8.91,22.1,24.16,
7/24/2018,2,27,S4,2709,27094,2.34,3.13,4.73,4.48,3.95,10.04,27.96,28.77,
7/24/2018,2,27,S4,2710,27103,1.81,2.36,3.77,3.1,2.85,8.07,27.81,29.77,
7/24/2018,2,27,S4,2710,27104,1.85,2.42,3.89,3.38,2.85,8.88,29.09,30.58,
7/24/2018,2,29,S3,2901,29013,2.13,2.8,4.36,3.82,3.44,9.12,27.79,28.05,
7/24/2018,2,29,S3,2901,29014,2.52,3.25,4.53,4.52,4.18,8.78,23.12,23.91,
7/24/2018,2,29,S3,2902,29023,2.69,3.43,4.61,4.44,4.31,8.45,20.1,21,
7/24/2018,2,29,S3,2902,29024,2.66,3.45,4.82,4.51,4.17,8.84,22.45,23.22,
7/24/2018,2,29,S3,2903,29033,2.06,2.69,4.2,3.53,3.04,8.3,26.23,27.49,
7/24/2018,2,29,S3,2903,29034,1.99,2.62,4.25,3.4,2.87,8.67,29.05,30.24,
7/24/2018,2,29,S3,2904,29043,1.85,2.43,3.95,3.36,2.68,8.82,29.77,30.38,
7/24/2018,2,29,S3,2904,29044,2.06,2.78,4.52,3.92,3.17,9.9,34.01,34.01,
7/24/2018,2,29,S3,2905,29053,2.14,2.81,4.31,3.79,3.34,8.7,26.03,27.42,
7/24/2018,2,29,S3,2905,29054,1.98,2.6,4.12,3.47,2.92,8.94,29.36,31.99,
7/24/2018,2,29,S3,2906,29063,1.8,2.44,4.25,3.3,2.44,9.87,37.2,39.42,
7/24/2018,2,29,S3,2906,29064,1.68,2.28,4.04,3.17,2.46,9.02,33.75,34.93,
7/24/2018,2,29,S3,2907,29073,1.8,2.47,4.25,3.58,2.72,9.94,37.78,39.13,
7/24/2018,2,29,S3,2907,29074,2.47,3.22,4.83,4.06,3.79,8.64,25.04,27.78,
7/24/2018,2,29,S3,2908,29083,2.59,3.31,4.72,4.6,3.95,9.41,26.13,27.13,
7/24/2018,2,29,S3,2908,29084,3.26,4.18,5.53,5.09,5.12,9.41,22.61,23.94,
7/24/2018,2,29,S3,2909,29093,2.57,3.33,4.69,4.52,4.23,9.09,23.86,24.7,
7/24/2018,2,29,S3,2909,29094,2.62,3.35,4.79,4.16,4.09,8.65,23.84,25.44,
7/24/2018,2,29,S3,2910,29103,1.92,2.47,3.92,3.37,2.74,8.76,31.12,32.27,
7/24/2018,2,29,S3,2910,29104,1.91,2.49,3.95,3.19,2.89,8.18,26.61,28.01,
7/24/2018,3,32,S4,3211,32113,3.2,4.26,6.11,5.01,5.35,10.74,30.18,31.3,
7/24/2018,3,32,S4,3211,32114,3.5,4.43,5.91,5.91,5.82,10.91,26.12,26.68,
7/24/2018,3,32,S4,3212,32123,3.01,3.97,5.66,4.96,5.18,10.87,31.37,32.77,
7/24/2018,3,32,S4,3212,32124,2.85,3.8,5.5,5.02,5.01,10.94,32.4,33.34,
7/24/2018,3,32,S4,3213,32133,2.71,3.63,5.45,4.48,4.65,10.59,32.9,34.1,
7/24/2018,3,32,S4,3213,32134,2.49,3.3,5.02,4.54,4.37,10.71,33.48,34.31,
7/24/2018,3,32,S4,3214,32143,4.74,5.87,7.16,6.93,7.51,11.63,22.1,24.74,
7/24/2018,3,32,S4,3214,32144,3.89,4.96,6.53,6.22,6.5,11.68,26.6,27.14,
7/24/2018,3,32,S4,3215,32153,3.35,4.43,6.17,5.49,5.62,11.14,28.18,30.38,
7/24/2018,3,32,S4,3215,32154,3.32,4.2,5.73,5.36,5.69,10.59,26.96,27.85,
7/24/2018,3,32,S4,3216,32163,3.17,4.05,5.52,4.95,5.45,10.37,26.26,28.98,
7/24/2018,3,32,S4,3216,32164,3.37,4.22,5.47,5.4,5.57,10.3,23.89,26.23,
7/24/2018,3,32,S4,3217,32173,2.95,3.73,5.27,5.14,5.01,10.15,24.89,25.35,
7/24/2018,3,32,S4,3217,32174,3.43,4.38,5.88,5.73,5.33,10.96,27.2,27.91,
7/24/2018,3,32,S4,3218,32183,2.91,3.73,5.03,4.65,4.86,9.24,21.95,23.91,
7/24/2018,3,32,S4,3218,32184,2.81,3.69,5.06,5.13,4.92,10.16,24.51,24.23,
7/24/2018,3,32,S4,3219,32193,2.3,3.06,4.59,3.9,4,9.47,30.58,31.28,
7/24/2018,3,32,S4,3219,32194,2.36,3.06,4.56,4.34,4.13,9.8,29,30.39,
7/24/2018,3,32,S4,3220,32203,2.4,3.04,4.46,3.91,4.03,8.95,26.14,27.11,
7/24/2018,3,32,S4,3220,32204,2.53,3.24,4.59,4.14,4.18,9.17,27.43,28.03,
7/24/2018,3,35,S2,3511,35113,4.83,5.89,7.43,6.93,7.67,11.62,22.86,24.83,
7/24/2018,3,35,S2,3511,35114,5.3,6.48,7.72,8.42,8.79,12.58,20.15,22.72,
7/24/2018,3,35,S2,3512,35123,3.54,4.44,5.89,5.75,6.26,10.27,21.49,24,
7/24/2018,3,35,S2,3512,35124,3.18,4.08,6.32,5.6,5.11,11.89,32.97,33.35,
7/24/2018,3,35,S2,3513,35133,3.8,4.77,6.16,5.83,6.35,11.04,24.38,26.12,
7/24/2018,3,35,S2,3513,35134,3.68,4.55,5.85,6.04,6.13,10.8,23.74,24.11,
7/24/2018,3,35,S2,3514,35143,3.9,4.78,5.96,5.63,6.16,9.85,20.5,22.75,
7/24/2018,3,35,S2,3514,35144,4.09,5.12,6.25,6.61,7.17,11.12,20.91,22.75,
7/24/2018,3,35,S2,3515,35153,3.68,4.66,6.16,5.65,6.39,10.99,23.43,25.78,
7/24/2018,3,35,S2,3515,35154,3.86,4.81,6.24,6.03,6.26,11.24,24.88,26.17,
7/24/2018,3,35,S2,3516,35163,3.87,4.91,6.35,5.81,6.45,11.05,23.48,25.72,
7/24/2018,3,35,S2,3516,35164,4.01,4.91,6.14,6.18,6.52,11,22.31,23.33,
7/24/2018,3,35,S2,3517,35173,4.25,5.14,6.46,6.36,7.04,10.85,19.53,22.03,
7/24/2018,3,35,S2,3517,35174,4.19,5.3,6.96,7.2,7.38,12.11,23.4,24.35,
7/24/2018,3,35,S2,3518,35183,3.99,4.92,6.2,5.88,6.54,10.66,21.25,23.69,
7/24/2018,3,35,S2,3518,35184,3.45,4.37,6.06,5.81,5.74,11.67,28.49,29.77,
7/24/2018,3,35,S2,3519,35193,3.82,4.75,5.86,5.62,6.38,10.1,19.58,21.47,
7/24/2018,3,35,S2,3519,35194,3.94,4.93,6.35,6.48,6.61,11.42,23.83,25.28,
7/24/2018,3,35,S2,3520,35203,3.43,4.27,5.66,5.2,5.82,9.87,21.19,23.07,
7/24/2018,3,35,S2,3520,35204,3.72,4.61,6.1,6.01,6.29,11.12,25.14,26.88,
7/24/2018,3,38,S3,3801,38013,3.85,4.74,6.31,6.11,6.68,11.15,24.91,27.45,
7/24/2018,3,38,S3,3801,38014,3.15,4.01,5.55,5.25,5.45,10.9,27.62,29.47,
7/24/2018,3,38,S3,3802,38023,3.52,4.52,6.3,6.04,5.99,11.35,25.33,27.41,
7/24/2018,3,38,S3,3802,38024,4.06,5.04,6.76,6.61,6.55,12.19,26.88,28.31,
7/24/2018,3,38,S3,3803,38033,3.49,4.43,6.05,5.87,5.95,11.2,26.47,28.46,
7/24/2018,3,38,S3,3803,38034,3.47,4.52,6.12,5.82,6.16,11.08,26.16,27.58,
7/24/2018,3,38,S3,3804,38043,3.92,4.9,6.24,6.21,6.87,10.4,20.89,22.45,
7/24/2018,3,38,S3,3804,38044,3.77,4.68,6.19,6.07,6.16,11.62,27.6,28.6,
7/24/2018,3,38,S3,3805,38053,4.73,5.9,7.33,7.33,8.26,12.3,23.4,24.74,
7/24/2018,3,38,S3,3805,38054,4.92,6.04,7.36,7.24,8.1,12.11,21.02,22.58,
7/24/2018,3,38,S3,3806,38063,5.61,6.84,7.84,8.49,9.58,12.39,19.22,21.48,
7/24/2018,3,38,S3,3806,38064,4.64,5.74,7.11,6.82,7.61,11.45,21.2,23.86,
7/24/2018,3,38,S3,3807,38073,5.66,6.99,8.15,9.04,10.11,12.83,18.96,21.89,
7/24/2018,3,38,S3,3807,38074,5.28,6.57,7.96,8.41,9.35,12.88,21.22,24.25,
7/24/2018,3,38,S3,3808,38083,4.29,5.38,6.98,7.05,6.94,12.24,25.88,27.32,
7/24/2018,3,38,S3,3808,38084,4.71,6.18,7.57,7.74,8.38,12.69,23.06,25.74,
7/24/2018,3,38,S3,3809,38093,3.72,4.81,6.28,6.15,6.46,12.3,30.64,32.19,
7/24/2018,3,38,S3,3809,38094,3.58,4.59,5.92,5.37,6.65,10.56,24.34,26.56,
7/24/2018,3,38,S3,3810,38103,3.38,4.32,6.01,5.59,5.58,11.75,31.8,32.4,
7/24/2018,3,38,S3,3810,38104,4.24,5.18,6.44,5.96,6.74,11.27,24.69,27.41,
7/24/2018,4,45,S2,4511,45113,3.87,5.36,7.08,7.94,9.2,14.71,28.36,31.02,
7/24/2018,4,45,S2,4511,45114,4.06,5.62,7.22,7.84,9.78,13.73,24.58,28.32,
7/24/2018,4,45,S2,4512,45123,4.51,6.63,8.47,10.35,12.51,17.67,26.37,29.91,
7/24/2018,4,45,S2,4512,45124,4.49,6.32,7.86,9.54,11.32,15.97,25.83,29.51,
7/24/2018,4,45,S2,4513,45133,5.2,7.62,9.03,11.68,13.94,17.89,25.35,29.18,
7/24/2018,4,45,S2,4513,45134,4.18,5.99,7.72,9.18,10.5,16.15,29.15,32.04,
7/24/2018,4,45,S2,4514,45143,4.43,5.92,7.41,7.78,9.32,14.4,27.37,30.39,
7/24/2018,4,45,S2,4514,45144,4.39,5.76,7.09,7.52,8.91,13.04,24.27,26.16,
7/24/2018,4,45,S2,4515,45153,4.05,5.33,6.8,7.15,8.02,13.47,27.79,29.27,
7/24/2018,4,45,S2,4515,45154,4.07,5.44,6.9,7.01,8.03,12.67,26.35,28.99,
7/24/2018,4,45,S2,4516,45163,5.06,6.41,7.21,8.79,9.76,13.5,21.93,23.95,
7/24/2018,4,45,S2,4516,45164,5.16,6.46,7.67,8.32,9.28,14.09,25.12,27.12,
7/24/2018,4,45,S2,4517,45173,4.32,5.75,6.99,7.98,9.26,13.96,25.17,28.12,
7/24/2018,4,45,S2,4517,45174,4.22,5.47,6.63,7.95,8.29,13.85,27.77,29.36,
7/24/2018,4,45,S2,4518,45183,5.15,6.47,7.33,8.57,9.69,13.55,20.98,23.58,
7/24/2018,4,45,S2,4518,45184,4.53,5.86,7.08,8.12,8.61,13.88,26.52,27.14,
7/24/2018,4,45,S2,4519,45193,3.98,5.11,6.43,6.53,6.88,12.69,28.31,29.11,
7/24/2018,4,45,S2,4519,45194,4.35,5.52,6.92,7,7.46,12.88,27.78,28.49,
7/24/2018,4,45,S2,4520,45203,3.77,5.06,6.67,7.33,7.45,14.14,32.24,33.07,
7/24/2018,4,45,S2,4520,45204,5.18,6.54,7.49,8.23,9.48,13.05,21.72,24.36,
7/24/2018,4,48,S3,4812,48123,6.62,8.04,8.63,9.81,11.51,13.48,17.37,20.19,
7/24/2018,4,48,S3,4812,48124,6.92,8.32,8.9,10.26,11.78,14.26,18.44,20.96,
7/24/2018,4,48,S3,4813,48133,6.64,8.08,8.78,9.52,10.44,13.09,17.84,20.33,
7/24/2018,4,48,S3,4813,48134,6.62,8,8.54,9.61,10.67,12.76,16.98,19.28,
7/24/2018,4,48,S3,4814,48143,6.66,8.14,8.94,9.47,10.67,13.15,18.17,20.82,
7/24/2018,4,48,S3,4814,48144,6.5,8.03,8.87,9.8,11.06,13.7,19.02,21.45,
7/24/2018,4,48,S3,4815,48153,6.15,7.57,8.3,9.05,9.97,12.52,18.13,20.39,
7/24/2018,4,48,S3,4815,48154,5.8,7.21,8.14,8.79,9.99,12.98,19.76,21.75,
7/24/2018,4,48,S3,4816,48163,6.12,7.55,8.58,9.08,10.07,13.31,19.67,21.62,
7/24/2018,4,48,S3,4816,48164,6.58,7.97,8.53,9.47,10.61,12.81,17.25,19.41,
7/24/2018,4,48,S3,4817,48173,5.88,7.24,8.03,8.82,9.6,12.28,17.73,20.12,
7/24/2018,4,48,S3,4817,48174,5.31,6.58,7.48,8.05,8.96,12.1,19.92,21.7,
7/24/2018,4,48,S3,4818,48183,5.77,7.18,8.18,8.99,9.57,13.17,20.46,23.02,
7/24/2018,4,48,S3,4818,48184,5.19,6.67,7.75,8.24,9.3,12.88,21.29,23.2,
7/24/2018,4,48,S3,4819,48193,4.89,6.67,8.05,9.6,10.45,15.19,23.53,25.88,
7/24/2018,4,48,S3,4819,48194,4.86,6.45,7.69,8.66,9.86,13.56,20.96,23.72,
7/24/2018,4,48,S3,4820,48203,5.43,8.2,9.87,13.74,15.54,20.57,29.02,32.42,
7/24/2018,4,48,S3,4820,48204,5.16,7.17,8.69,10.77,12.25,16.47,23.56,26.64,
7/24/2018,4,49,S4,4914,49143,6.3,8.22,9.76,9.89,11.53,16.11,26.74,29.89,
7/24/2018,4,49,S4,4914,49144,6.22,7.72,8.91,9.17,9.94,14.29,25.77,28.37,
7/24/2018,4,49,S4,4915,49153,6.13,8.21,9.78,11.1,13.18,17.07,25.29,29.85,
7/24/2018,4,49,S4,4915,49154,5.8,7.58,9.16,9.57,10.61,15.96,28.53,31.62,
7/24/2018,4,49,S4,4916,49163,6.28,8.77,10.31,12.75,14.59,18.71,26.14,29.79,
7/24/2018,4,49,S4,4916,49164,5.38,7.25,8.86,9.85,11,16.2,26.69,29.53,
7/24/2018,4,49,S4,4917,49173,5.34,7.34,8.96,10.55,11.71,16.59,26.52,29.49,
7/24/2018,4,49,S4,4917,49174,5.24,6.81,8.22,8.22,10.01,14.06,24.66,28.16,
7/24/2018,4,49,S4,4918,49183,5.14,7.55,9.42,11.4,13.08,18.66,27.53,30.99,
7/24/2018,4,49,S4,4918,49184,4.65,6.39,8.23,8.14,9.29,15.5,29.85,31.82,
7/24/2018,4,49,S4,4919,49193,6.2,8.69,10.31,13.27,14.95,19.72,27.02,30.45,
7/24/2018,4,49,S4,4919,49194,5.58,7.23,8.57,9.74,10.98,15.72,24.79,27.23,
7/24/2018,4,49,S4,4920,49203,5.53,7.84,9.49,11.8,13.19,18.73,27.36,30.93,
7/24/2018,4,49,S4,4920,49204,4.84,6.55,7.97,9.17,9.95,15.62,27.61,30.26,
 8/10/2018,2,29,S3,2901,29013,2.21,2.58,4.42,2.68,2.33,9.09,36.28,40.14,
 8/10/2018,2,29,S3,2901,29014,2.39,2.85,4.74,3.16,2.92,9.93,38.4,43.17,
 8/10/2018,2,29,S3,2902,29023,2.02,2.38,3.92,2.54,2.31,8.19,31.06,34.25,
 8/10/2018,2,29,S3,2902,29024,2.25,2.69,4.57,2.84,2.43,9.56,37.64,40.97,
 8/10/2018,2,29,S3,2903,29033,2.16,2.57,4.41,2.82,2.35,9.29,38.81,43.48,
 8/10/2018,2,29,S3,2903,29034,2.44,2.91,4.9,3,2.55,10.25,44.58,50.33,
 8/10/2018,2,29,S3,2904,29043,2.09,2.49,4.25,2.65,2.21,9.52,42.01,47.87,
 8/10/2018,2,29,S3,2904,29044,2.35,2.83,4.81,2.99,2.48,10.42,45.95,52.08,
 8/10/2018,2,29,S3,2905,29053,2.16,2.56,4.38,2.76,2.27,9.31,39.24,44.53,
 8/10/2018,2,29,S3,2905,29054,2.16,2.54,4.23,2.66,2.25,8.87,39.1,44.45,
 8/10/2018,2,29,S3,2906,29063,2.25,2.64,4.58,2.89,2.37,10.22,45.92,52.67,
 8/10/2018,2,29,S3,2906,29064,2.15,2.5,4.27,2.61,2.21,9.1,41.61,47.4,
 8/10/2018,2,29,S3,2907,29073,2.2,2.66,4.54,2.88,2.37,10.45,47.26,53.76,
 8/10/2018,2,29,S3,2907,29074,2.2,2.58,4.48,2.78,2.27,9.62,41.28,46.83,
 8/10/2018,2,29,S3,2908,29083,2.35,2.78,4.68,3.01,2.52,10.09,42.3,48.11,
 8/10/2018,2,29,S3,2908,29084,2.19,2.59,4.29,2.72,2.34,8.63,33.85,37.91,
 8/10/2018,2,29,S3,2909,29093,2.23,2.59,4.21,2.74,2.42,9.01,34.54,38.06,
 8/10/2018,2,29,S3,2909,29094,2.34,2.72,4.4,2.92,2.43,9.07,37.02,41.79,
 8/10/2018,2,29,S3,2910,29103,2.34,2.68,4.28,2.77,2.39,9.07,39.54,45.19,
 8/10/2018,2,29,S3,2910,29104,2.21,2.54,4.16,2.67,2.26,8.87,38.57,43.32,
 8/10/2018,2,27,S4,2710,27104,2.31,2.66,4.26,2.69,2.42,8.47,32,35.5,
 8/10/2018,2,27,S4,2710,27103,2.19,2.5,4.19,2.59,2.27,8.45,33.71,37.94,
 8/10/2018,2,27,S4,2709,27094,2.26,2.66,4.4,2.83,2.5,9.13,36.48,40.19,
 8/10/2018,2,27,S4,2709,27093,2.17,2.61,4.3,2.81,2.37,9.02,36.38,40.66,
 8/10/2018,2,27,S4,2708,27084,2.36,2.71,4.28,2.86,2.57,8.64,31.42,34.68,
 8/10/2018,2,27,S4,2708,27083,2.43,2.72,4.24,3.14,2.83,7.9,25.15,27.53,
 8/10/2018,2,27,S4,2707,27074,2.26,2.65,4.35,2.82,2.52,8.59,31.91,35.66,
 8/10/2018,2,27,S4,2707,27073,2.49,2.86,4.48,3.07,2.76,8.97,32.45,35.46,
 8/10/2018,2,27,S4,2706,27064,2.32,2.73,4.43,3.18,2.87,8.47,28.99,31.51,
 8/10/2018,2,27,S4,2706,26063,2.14,2.46,4.09,2.54,2.13,8.4,33.59,37.39,
 8/10/2018,2,27,S4,2705,27054,2.18,2.59,4.37,2.81,2.47,9.46,37.33,41.82,
 8/10/2018,2,27,S4,2705,27053,2.23,2.58,4.26,2.8,2.35,8.52,32.15,35.75,
 8/10/2018,2,27,S4,2704,27044,2.34,2.71,4.46,2.82,2.49,9.47,37.34,41.92,
 8/10/2018,2,27,S4,2704,27043,2.09,2.44,4.1,2.65,2.24,8.52,33.13,36.69,
 8/10/2018,2,27,S4,2703,27034,2.16,2.53,4.2,2.76,2.46,8.44,31.32,34.59,
 8/10/2018,2,27,S4,2703,27033,2.41,2.82,4.53,3.08,2.7,8.96,32.35,35.18,
 8/10/2018,2,27,S4,2702,27024,2.35,2.75,4.45,2.94,2.63,9.1,33.88,37.76,
 8/10/2018,2,27,S4,2702,27023,2.99,3.4,5.08,3.69,3.41,9.21,29.6,33.1,
 8/10/2018,2,27,S4,2701,27014,2.71,3.03,4.54,3.6,3.33,7.91,22.35,23.88,
 8/10/2018,2,27,S4,2701,27013,2.44,2.76,4.43,3.01,2.57,8.44,29.8,32.23,
 8/10/2018,2,23,S2,2301,23013,2.31,2.7,4.48,3.08,2.58,8.85,30.95,33.49,
 8/10/2018,2,23,S2,2301,23014,2.34,2.77,4.56,3.1,2.68,8.87,32.12,35.43,
 8/10/2018,2,23,S2,2302,23023,2.99,3.35,5.04,3.86,3.67,9.11,26.83,29.55,
 8/10/2018,2,23,S2,2302,23024,2.73,3.2,5,3.64,3.15,9.03,29.37,31.74,
 8/10/2018,2,23,S2,2303,23033,2.3,2.72,4.68,3,2.49,9.12,34.94,38.81,
 8/10/2018,2,23,S2,2303,23034,2.31,2.66,4.33,2.78,2.44,8.13,31.48,35.07,
 8/10/2018,2,23,S2,2304,23043,2.75,3.28,5.32,3.7,3.37,10.63,39.77,44.52,
 8/10/2018,2,23,S2,2304,23044,2.18,2.58,4.33,2.78,2.32,9.02,38.1,42.45,
 8/10/2018,2,23,S2,2305,23053,4.92,5.33,6.5,7.24,7.33,8.94,15.13,16.26,
 8/10/2018,2,23,S2,2305,23054,3.04,3.24,4.79,4.03,3.71,7.99,23.13,25.14,
 8/10/2018,2,23,S2,2306,23063,4.17,4.75,6.8,6.11,5.59,10.22,22.55,23.76,
 8/10/2018,2,23,S2,2306,23064,2.97,3.42,5.31,4.05,3.52,9.31,27.46,29.98,
 8/10/2018,2,23,S2,2307,23073,2.35,2.8,4.77,3.08,2.61,10.06,41.21,46.8,
