"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance"
"2558",2018-06-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,26.785
"2559",2018-06-29,4,403,"T5","Pioneer P20T79R2",0,760,22.615
"2560",2018-06-29,4,404,"T2","Pioneer P20T79R2",3,760,21.66
"2561",2018-06-29,4,405,"T1","Pioneer P20T79R2",2,760,25.155
"2562",2018-06-29,4,406,"T4","Pioneer P20T79R2",5,760,23.965
"2563",2018-06-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,24.065
"2564",2018-06-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,24.16
"2565",2018-06-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,26.41
"2566",2018-06-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,23.485
"2567",2018-06-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,26.52
"2568",2018-06-29,5,502,"T2","Pioneer P20T79R2",3,760,26.14
"2569",2018-06-29,5,503,"T5","Pioneer P20T79R2",0,760,23.875
"2570",2018-06-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,24.375
"2571",2018-06-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,23.91
"2572",2018-06-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,23.21
"2573",2018-06-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,22.03
"2574",2018-06-29,5,508,"T4","Pioneer P20T79R2",5,760,22.22
"2575",2018-06-29,5,509,"T3","Pioneer P20T79R2",4,760,23.76
"2576",2018-06-29,5,510,"T1","Pioneer P20T79R2",2,760,24.755
"2577",2018-06-29,6,601,"T3","Pioneer P20T79R2",4,760,23.81
"2578",2018-06-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,25.95
"2579",2018-06-29,6,603,"T1","Pioneer P20T79R2",2,760,23.06
"2580",2018-06-29,6,604,"T5","Pioneer P20T79R2",0,760,22.395
"2581",2018-06-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,24.67
"2582",2018-06-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,23.3
"2583",2018-06-29,6,607,"T4","Pioneer P20T79R2",5,760,20.74
"2584",2018-06-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,22.43
"2585",2018-06-29,6,609,"T2","Pioneer P20T79R2",3,760,24.48
"2586",2018-06-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,25.11
"2587",2018-07-21,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,39.19
"2588",2018-07-21,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,40.47
"2589",2018-07-21,1,103,"T4","Pioneer P20T79R2",5,760,36.695
"2590",2018-07-21,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,40.64
"2591",2018-07-21,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,40
"2592",2018-07-21,1,106,"T2","Pioneer P20T79R2",3,760,39.44
"2593",2018-07-21,1,107,"T5","Pioneer P20T79R2",0,760,37.58
"2594",2018-07-21,1,108,"T3","Pioneer P20T79R2",4,760,37.12
"2595",2018-07-21,1,109,"T10","Syngenta NK Soybean S24-K2",0,760,39.695
"2596",2018-07-21,1,110,"T1","Pioneer P20T79R2",2,760,36.945
"2597",2018-07-21,2,201,"T9","Syngenta NK Soybean S24-K2",5,760,40.69
"2598",2018-07-21,2,202,"T2","Pioneer P20T79R2",3,760,36.695
"2599",2018-07-21,2,203,"T1","Pioneer P20T79R2",2,760,38.335
"2600",2018-07-21,2,204,"T5","Pioneer P20T79R2",0,760,36.485
"2601",2018-07-21,2,205,"T8","Syngenta NK Soybean S24-K2",4,760,43.395
"2602",2018-07-21,2,206,"T6","Syngenta NK Soybean S24-K2",2,760,39.715
"2603",2018-07-21,2,207,"T7","Syngenta NK Soybean S24-K2",3,760,41.335
"2604",2018-07-21,2,208,"T4","Pioneer P20T79R2",5,760,36.35
"2605",2018-07-21,2,209,"T3","Pioneer P20T79R2",4,760,33.11
"2606",2018-07-21,2,210,"T10","Syngenta NK Soybean S24-K2",0,760,40.65
"2607",2018-07-21,3,301,"T5","Pioneer P20T79R2",0,760,34.355
"2608",2018-07-21,3,302,"T6","Syngenta NK Soybean S24-K2",2,760,35.5
"2609",2018-07-21,3,303,"T3","Pioneer P20T79R2",4,760,36.46
"2610",2018-07-21,3,304,"T8","Syngenta NK Soybean S24-K2",4,760,38.385
"2611",2018-07-21,3,305,"T9","Syngenta NK Soybean S24-K2",5,760,38.565
"2612",2018-07-21,3,306,"T4","Pioneer P20T79R2",5,760,37.18
"2613",2018-07-21,3,307,"T1","Pioneer P20T79R2",2,760,35.095
"2614",2018-07-21,3,308,"T10","Syngenta NK Soybean S24-K2",0,760,37.515
"2615",2018-07-21,3,309,"T7","Syngenta NK Soybean S24-K2",3,760,37.025
"2616",2018-07-21,3,310,"T2","Pioneer P20T79R2",3,760,34.6
"2617",2018-07-21,4,401,"T3","Pioneer P20T79R2",4,760,35.225
"2618",2018-07-21,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,38.915
"2619",2018-07-21,4,403,"T5","Pioneer P20T79R2",0,760,35.49
"2620",2018-07-21,4,404,"T2","Pioneer P20T79R2",3,760,36.415
"2621",2018-07-21,4,405,"T1","Pioneer P20T79R2",2,760,36.605
"2622",2018-07-21,4,406,"T4","Pioneer P20T79R2",5,760,35.4
"2623",2018-07-21,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,37.925
"2624",2018-07-21,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,36.61
"2625",2018-07-21,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,39.21
"2626",2018-07-21,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,36.825
"2627",2018-07-21,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,37.6
"2628",2018-07-21,5,502,"T2","Pioneer P20T79R2",3,760,34.815
"2629",2018-07-21,5,503,"T5","Pioneer P20T79R2",0,760,37.305
"2630",2018-07-21,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,39.695
"2631",2018-07-21,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,38.735
"2632",2018-07-21,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,39.945
"2633",2018-07-21,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,38.055
"2634",2018-07-21,5,508,"T4","Pioneer P20T79R2",5,760,33.89
"2635",2018-07-21,5,509,"T3","Pioneer P20T79R2",4,760,32.615
"2636",2018-07-21,5,510,"T1","Pioneer P20T79R2",2,760,34.95
"2637",2018-07-21,6,601,"T3","Pioneer P20T79R2",4,760,32.745
"2638",2018-07-21,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,38.875
"2639",2018-07-21,6,603,"T1","Pioneer P20T79R2",2,760,36.655
"2640",2018-07-21,6,604,"T5","Pioneer P20T79R2",0,760,34.855
"2641",2018-07-21,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,36.465
"2642",2018-07-21,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,40.225
"2643",2018-07-21,6,607,"T4","Pioneer P20T79R2",5,760,33.03
"2644",2018-07-21,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,39.66
"2645",2018-07-21,6,609,"T2","Pioneer P20T79R2",3,760,34.4
"2646",2018-07-21,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,39.895
"2647",2018-07-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,42.515
"2648",2018-07-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,42.795
"2649",2018-07-29,1,103,"T4","Pioneer P20T79R2",5,760,34.75
"2650",2018-07-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,40.065
"2651",2018-07-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,42.345
"2652",2018-07-29,1,106,"T2","Pioneer P20T79R2",3,760,37.81
"2653",2018-07-29,1,107,"T5","Pioneer P20T79R2",0,760,34.36
"2654",2018-07-29,1,108,"T3","Pioneer P20T79R2",4,760,35.56
"2655",2018-07-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,760,39.24
"2656",2018-07-29,1,110,"T1","Pioneer P20T79R2",2,760,34.025
"2657",2018-07-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,760,41.275
"2658",2018-07-29,2,202,"T2","Pioneer P20T79R2",3,760,35.915
"2659",2018-07-29,2,203,"T1","Pioneer P20T79R2",2,760,33.545
"2660",2018-07-29,2,204,"T5","Pioneer P20T79R2",0,760,33.39
"2661",2018-07-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,760,44.505
"2662",2018-07-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,760,41.06
"2663",2018-07-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,760,42.46
"2664",2018-07-29,2,208,"T4","Pioneer P20T79R2",5,760,36.19
"2665",2018-07-29,2,209,"T3","Pioneer P20T79R2",4,760,32.17
"2666",2018-07-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,760,39.065
"2667",2018-07-29,3,301,"T5","Pioneer P20T79R2",0,760,36.085
"2668",2018-07-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,760,38.075
"2669",2018-07-29,3,303,"T3","Pioneer P20T79R2",4,760,33.48
"2670",2018-07-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,760,37.86
"2671",2018-07-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,760,39.635
"2672",2018-07-29,3,306,"T4","Pioneer P20T79R2",5,760,34.645
"2673",2018-07-29,3,307,"T1","Pioneer P20T79R2",2,760,35.395
"2674",2018-07-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,760,35.015
"2675",2018-07-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,760,37.125
"2676",2018-07-29,3,310,"T2","Pioneer P20T79R2",3,760,31.005
"2677",2018-07-29,4,401,"T3","Pioneer P20T79R2",4,760,34.36
"2678",2018-07-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,39.65
"2679",2018-07-29,4,403,"T5","Pioneer P20T79R2",0,760,31.44
"2680",2018-07-29,4,404,"T2","Pioneer P20T79R2",3,760,31.55
"2681",2018-07-29,4,405,"T1","Pioneer P20T79R2",2,760,33.73
"2682",2018-07-29,4,406,"T4","Pioneer P20T79R2",5,760,33.33
"2683",2018-07-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,36.49
"2684",2018-07-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,35.09
"2685",2018-07-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,37.905
"2686",2018-07-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,37.85
"2687",2018-07-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,39
"2688",2018-07-29,5,502,"T2","Pioneer P20T79R2",3,760,32.47
"2689",2018-07-29,5,503,"T5","Pioneer P20T79R2",0,760,33.325
"2690",2018-07-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,38.675
"2691",2018-07-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,40.04
"2692",2018-07-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,39.475
"2693",2018-07-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,38.1
"2694",2018-07-29,5,508,"T4","Pioneer P20T79R2",5,760,30.3
"2695",2018-07-29,5,509,"T3","Pioneer P20T79R2",4,760,29.64
"2696",2018-07-29,5,510,"T1","Pioneer P20T79R2",2,760,32.56
"2697",2018-07-29,6,601,"T3","Pioneer P20T79R2",4,760,31.385
"2698",2018-07-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,38.84
"2699",2018-07-29,6,603,"T1","Pioneer P20T79R2",2,760,33.075
"2700",2018-07-29,6,604,"T5","Pioneer P20T79R2",0,760,30
"2701",2018-07-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,35.625
"2702",2018-07-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,38.38
"2703",2018-07-29,6,607,"T4","Pioneer P20T79R2",5,760,29.99
"2704",2018-07-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,39.115
"2705",2018-07-29,6,609,"T2","Pioneer P20T79R2",3,760,30.845
"2706",2018-07-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,39.25
"2707",2018-08-03,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,44.905
"2708",2018-08-03,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,45.2
"2709",2018-08-03,1,103,"T4","Pioneer P20T79R2",5,760,38.665
"2710",2018-08-03,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,43.63
"2711",2018-08-03,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,43.82
"2712",2018-08-03,1,106,"T2","Pioneer P20T79R2",3,760,39.01
"2713",2018-08-03,1,107,"T5","Pioneer P20T79R2",0,760,38.255
"2714",2018-08-03,1,108,"T3","Pioneer P20T79R2",4,760,38.165
"2715",2018-08-03,1,109,"T10","Syngenta NK Soybean S24-K2",0,760,42.905
"2716",2018-08-03,1,110,"T1","Pioneer P20T79R2",2,760,37.785
"2717",2018-08-03,2,201,"T9","Syngenta NK Soybean S24-K2",5,760,44.415
"2718",2018-08-03,2,202,"T2","Pioneer P20T79R2",3,760,38.84
"2719",2018-08-03,2,203,"T1","Pioneer P20T79R2",2,760,38.57
"2720",2018-08-03,2,204,"T5","Pioneer P20T79R2",0,760,39.11
"2721",2018-08-03,2,205,"T8","Syngenta NK Soybean S24-K2",4,760,47.11
"2722",2018-08-03,2,206,"T6","Syngenta NK Soybean S24-K2",2,760,43.585
"2723",2018-08-03,2,207,"T7","Syngenta NK Soybean S24-K2",3,760,45.76
"2724",2018-08-03,2,208,"T4","Pioneer P20T79R2",5,760,38.015
"2725",2018-08-03,2,209,"T3","Pioneer P20T79R2",4,760,34.945
"2726",2018-08-03,2,210,"T10","Syngenta NK Soybean S24-K2",0,760,42.87
"2727",2018-08-03,3,301,"T5","Pioneer P20T79R2",0,760,39.045
"2728",2018-08-03,3,302,"T6","Syngenta NK Soybean S24-K2",2,760,40.995
"2729",2018-08-03,3,303,"T3","Pioneer P20T79R2",4,760,38.245
"2730",2018-08-03,3,304,"T8","Syngenta NK Soybean S24-K2",4,760,41.88
"2731",2018-08-03,3,305,"T9","Syngenta NK Soybean S24-K2",5,760,41.995
"2732",2018-08-03,3,306,"T4","Pioneer P20T79R2",5,760,36.715
"2733",2018-08-03,3,307,"T1","Pioneer P20T79R2",2,760,36.97
"2734",2018-08-03,3,308,"T10","Syngenta NK Soybean S24-K2",0,760,39.455
"2735",2018-08-03,3,309,"T7","Syngenta NK Soybean S24-K2",3,760,40.425
"2736",2018-08-03,3,310,"T2","Pioneer P20T79R2",3,760,33.655
"2737",2018-08-03,4,401,"T3","Pioneer P20T79R2",4,760,37.965
"2738",2018-08-03,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,43.815
"2739",2018-08-03,4,403,"T5","Pioneer P20T79R2",0,760,35.475
"2740",2018-08-03,4,404,"T2","Pioneer P20T79R2",3,760,35.145
"2741",2018-08-03,4,405,"T1","Pioneer P20T79R2",2,760,35.99
"2742",2018-08-03,4,406,"T4","Pioneer P20T79R2",5,760,35.11
"2743",2018-08-03,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,40.9
"2744",2018-08-03,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,41.895
"2745",2018-08-03,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,40.555
"2746",2018-08-03,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,39.77
"2747",2018-08-03,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,42.53
"2748",2018-08-03,5,502,"T2","Pioneer P20T79R2",3,760,36.83
"2749",2018-08-03,5,503,"T5","Pioneer P20T79R2",0,760,37.06
"2750",2018-08-03,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,42.56
"2751",2018-08-03,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,42.855
"2752",2018-08-03,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,42.285
"2753",2018-08-03,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,43.93
"2754",2018-08-03,5,508,"T4","Pioneer P20T79R2",5,760,38.4
"2755",2018-08-03,5,508,"T6","Syngenta NK Soybean S24-K2",2,760,33.24
"2756",2018-08-03,5,509,"T3","Pioneer P20T79R2",4,760,32.26
"2757",2018-08-03,5,510,"T1","Pioneer P20T79R2",2,760,35.5
"2758",2018-08-03,6,601,"T3","Pioneer P20T79R2",4,760,34.37
"2759",2018-08-03,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,42.29
"2760",2018-08-03,6,603,"T1","Pioneer P20T79R2",2,760,37.21
"2761",2018-08-03,6,604,"T5","Pioneer P20T79R2",0,760,34.325
"2762",2018-08-03,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,40.48
"2763",2018-08-03,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,43.03
"2764",2018-08-03,6,607,"T4","Pioneer P20T79R2",5,760,33.98
"2765",2018-08-03,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,43.575
"2766",2018-08-03,6,609,"T2","Pioneer P20T79R2",3,760,35.085
"2767",2018-08-03,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,41.43
"2768",2018-08-11,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,48.655
"2769",2018-08-11,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,47.87
"2770",2018-08-11,1,103,"T4","Pioneer P20T79R2",5,760,43.925
"2771",2018-08-11,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,48.18
"2772",2018-08-11,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,48.645
"2773",2018-08-11,1,106,"T2","Pioneer P20T79R2",3,760,44.3
"2774",2018-08-11,1,107,"T5","Pioneer P20T79R2",0,760,43.105
"2775",2018-08-11,1,108,"T3","Pioneer P20T79R2",4,760,42.64
"2776",2018-08-11,1,109,"T10","Syngenta NK Soybean S24-K2",0,760,46.625
"2777",2018-08-11,1,110,"T1","Pioneer P20T79R2",2,760,42.955
"2778",2018-08-11,2,201,"T9","Syngenta NK Soybean S24-K2",5,760,48.42
"2779",2018-08-11,2,202,"T2","Pioneer P20T79R2",3,760,44.67
"2780",2018-08-11,2,203,"T1","Pioneer P20T79R2",2,760,43.365
"2781",2018-08-11,2,204,"T5","Pioneer P20T79R2",0,760,42.685
"2782",2018-08-11,2,205,"T8","Syngenta NK Soybean S24-K2",4,760,49.08
"2783",2018-08-11,2,206,"T6","Syngenta NK Soybean S24-K2",2,760,46.905
"2784",2018-08-11,2,207,"T7","Syngenta NK Soybean S24-K2",3,760,47.84
"2785",2018-08-11,2,208,"T4","Pioneer P20T79R2",5,760,43.795
"2786",2018-08-11,2,209,"T3","Pioneer P20T79R2",4,760,41.46
"2787",2018-08-11,2,210,"T10","Syngenta NK Soybean S24-K2",0,760,48.41
"2788",2018-08-11,3,301,"T5","Pioneer P20T79R2",0,760,43.99
"2789",2018-08-11,3,302,"T6","Syngenta NK Soybean S24-K2",2,760,44.75
"2790",2018-08-11,3,303,"T3","Pioneer P20T79R2",4,760,42.58
"2791",2018-08-11,3,304,"T8","Syngenta NK Soybean S24-K2",4,760,45.985
"2792",2018-08-11,3,305,"T9","Syngenta NK Soybean S24-K2",5,760,45.89
"2793",2018-08-11,3,306,"T4","Pioneer P20T79R2",5,760,42.585
"2794",2018-08-11,3,307,"T1","Pioneer P20T79R2",2,760,42.275
"2795",2018-08-11,3,308,"T10","Syngenta NK Soybean S24-K2",0,760,44.17
"2796",2018-08-11,3,309,"T7","Syngenta NK Soybean S24-K2",3,760,46.17
"2797",2018-08-11,3,310,"T2","Pioneer P20T79R2",3,760,40.605
"2798",2018-08-11,4,401,"T3","Pioneer P20T79R2",4,760,42.715
"2799",2018-08-11,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,47.39
"2800",2018-08-11,4,403,"T5","Pioneer P20T79R2",0,760,41.8
"2801",2018-08-11,4,404,"T2","Pioneer P20T79R2",3,760,41.865
"2802",2018-08-11,4,405,"T1","Pioneer P20T79R2",2,760,42.145
"2803",2018-08-11,4,406,"T4","Pioneer P20T79R2",5,760,41.72
"2804",2018-08-11,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,44.15
"2805",2018-08-11,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,45.44
"2806",2018-08-11,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,44.515
"2807",2018-08-11,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,46.63
"2808",2018-08-11,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,45.895
"2809",2018-08-11,5,502,"T2","Pioneer P20T79R2",3,760,42.855
"2810",2018-08-11,5,503,"T5","Pioneer P20T79R2",0,760,42.12
"2811",2018-08-11,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,46.24
"2812",2018-08-11,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,45.255
"2813",2018-08-11,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,45.195
"2814",2018-08-11,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,46.39
"2815",2018-08-11,5,508,"T4","Pioneer P20T79R2",5,760,39.695
"2816",2018-08-11,5,509,"T3","Pioneer P20T79R2",4,760,39.18
"2817",2018-08-11,5,510,"T1","Pioneer P20T79R2",2,760,42.005
"2818",2018-08-11,6,601,"T3","Pioneer P20T79R2",4,760,40.38
"2819",2018-08-11,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,46.43
"2820",2018-08-11,6,603,"T1","Pioneer P20T79R2",2,760,42.8
"2821",2018-08-11,6,604,"T5","Pioneer P20T79R2",0,760,39.58
"2822",2018-08-11,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,43.825
"2823",2018-08-11,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,44.845
"2824",2018-08-11,6,607,"T4","Pioneer P20T79R2",5,760,39.575
"2825",2018-08-11,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,45.485
"2826",2018-08-11,6,609,"T2","Pioneer P20T79R2",3,760,41.255
"2827",2018-08-11,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,46.28
"2828",2018-08-18,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,43.2
"2829",2018-08-18,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,41.51
"2830",2018-08-18,1,103,"T4","Pioneer P20T79R2",5,760,37.98
"2831",2018-08-18,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,41.855
"2832",2018-08-18,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,42.265
"2833",2018-08-18,1,106,"T2","Pioneer P20T79R2",3,760,39.505
"2834",2018-08-18,1,107,"T5","Pioneer P20T79R2",0,760,36.9
"2835",2018-08-18,1,108,"T3","Pioneer P20T79R2",4,760,36.355
"2836",2018-08-18,1,109,"T10","Syngenta NK Soybean S24-K2",0,760,40.63
"2837",2018-08-18,1,110,"T1","Pioneer P20T79R2",2,760,37.655
"2838",2018-08-18,2,201,"T9","Syngenta NK Soybean S24-K2",5,760,43.04
"2839",2018-08-18,2,202,"T2","Pioneer P20T79R2",3,760,37.755
"2840",2018-08-18,2,203,"T1","Pioneer P20T79R2",2,760,37.485
"2841",2018-08-18,2,204,"T5","Pioneer P20T79R2",0,760,36.11
"2842",2018-08-18,2,205,"T8","Syngenta NK Soybean S24-K2",4,760,44.075
"2843",2018-08-18,2,206,"T6","Syngenta NK Soybean S24-K2",2,760,40.055
"2844",2018-08-18,2,207,"T7","Syngenta NK Soybean S24-K2",3,760,41.27
"2845",2018-08-18,2,208,"T4","Pioneer P20T79R2",5,760,36.645
"2846",2018-08-18,2,209,"T3","Pioneer P20T79R2",4,760,35.7
"2847",2018-08-18,2,210,"T10","Syngenta NK Soybean S24-K2",0,760,42.68
"2848",2018-08-18,3,301,"T5","Pioneer P20T79R2",0,760,36.905
"2849",2018-08-18,3,302,"T6","Syngenta NK Soybean S24-K2",2,760,38.625
"2850",2018-08-18,3,303,"T3","Pioneer P20T79R2",4,760,36.345
"2851",2018-08-18,3,304,"T8","Syngenta NK Soybean S24-K2",4,760,39.505
"2852",2018-08-18,3,305,"T9","Syngenta NK Soybean S24-K2",5,760,39.73
"2853",2018-08-18,3,306,"T4","Pioneer P20T79R2",5,760,36.885
"2854",2018-08-18,3,307,"T1","Pioneer P20T79R2",2,760,36.47
"2855",2018-08-18,3,308,"T10","Syngenta NK Soybean S24-K2",0,760,37.325
"2856",2018-08-18,3,309,"T7","Syngenta NK Soybean S24-K2",3,760,41.165
"2857",2018-08-18,3,310,"T2","Pioneer P20T79R2",3,760,34.815
"2858",2018-08-18,4,401,"T3","Pioneer P20T79R2",4,760,37.195
"2859",2018-08-18,4,402,"T6","Syngenta NK Soybean S24-K2",2,760,41.52
"2860",2018-08-18,4,403,"T5","Pioneer P20T79R2",0,760,35.88
"2861",2018-08-18,4,404,"T2","Pioneer P20T79R2",3,760,36.245
"2862",2018-08-18,4,405,"T1","Pioneer P20T79R2",2,760,35.955
"2863",2018-08-18,4,406,"T4","Pioneer P20T79R2",5,760,35.545
"2864",2018-08-18,4,407,"T10","Syngenta NK Soybean S24-K2",0,760,37.615
"2865",2018-08-18,4,408,"T8","Syngenta NK Soybean S24-K2",4,760,39.16
"2866",2018-08-18,4,409,"T7","Syngenta NK Soybean S24-K2",3,760,39.145
"2867",2018-08-18,4,410,"T9","Syngenta NK Soybean S24-K2",5,760,40.91
"2868",2018-08-18,5,501,"T10","Syngenta NK Soybean S24-K2",0,760,39.105
"2869",2018-08-18,5,502,"T2","Pioneer P20T79R2",3,760,36.46
"2870",2018-08-18,5,503,"T5","Pioneer P20T79R2",0,760,35
"2871",2018-08-18,5,504,"T8","Syngenta NK Soybean S24-K2",4,760,39.045
"2872",2018-08-18,5,505,"T7","Syngenta NK Soybean S24-K2",3,760,38.705
"2873",2018-08-18,5,506,"T9","Syngenta NK Soybean S24-K2",5,760,36.71
"2874",2018-08-18,5,507,"T6","Syngenta NK Soybean S24-K2",2,760,38.225
"2875",2018-08-18,5,508,"T4","Pioneer P20T79R2",5,760,32.14
"2876",2018-08-18,5,509,"T3","Pioneer P20T79R2",4,760,33.525
"2877",2018-08-18,5,510,"T1","Pioneer P20T79R2",2,760,36
"2878",2018-08-18,6,601,"T3","Pioneer P20T79R2",4,760,34.9
"2879",2018-08-18,6,602,"T6","Syngenta NK Soybean S24-K2",2,760,39.92
"2880",2018-08-18,6,603,"T1","Pioneer P20T79R2",2,760,37.19
"2881",2018-08-18,6,604,"T5","Pioneer P20T79R2",0,760,33.79
"2882",2018-08-18,6,605,"T8","Syngenta NK Soybean S24-K2",4,760,36.645
"2883",2018-08-18,6,606,"T7","Syngenta NK Soybean S24-K2",3,760,37.41
"2884",2018-08-18,6,607,"T4","Pioneer P20T79R2",5,760,31.715
"2885",2018-08-18,6,608,"T9","Syngenta NK Soybean S24-K2",5,760,37.555
"2886",2018-08-18,6,609,"T2","Pioneer P20T79R2",3,760,35.385
"2887",2018-08-18,6,610,"T10","Syngenta NK Soybean S24-K2",0,760,38.155
"2888",2018-08-25,1,101,"T8","Syngenta NK Soybean S24-K2",4,760,36.305
"2889",2018-08-25,1,102,"T6","Syngenta NK Soybean S24-K2",2,760,34.86
"2890",2018-08-25,1,103,"T4","Pioneer P20T79R2",5,760,30.055
"2891",2018-08-25,1,104,"T7","Syngenta NK Soybean S24-K2",3,760,32.27
"2892",2018-08-25,1,105,"T9","Syngenta NK Soybean S24-K2",5,760,26.065
"2893",2018-08-25,1,106,"T2","Pioneer P20T79R2",3,760,37.615
