"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance","Yield","2018-07-13_Incidence","2018-07-13_Severity","2018-07-22_Incidence","2018-07-22_Severity","2018-07-28_Incidence","2018-07-28_Severity","2018-08-06_Incidence","2018-08-06_Severity","2018-08-13_Incidence","2018-08-13_Severity","2018-08-18_Incidence","2018-08-18_Severity","2018-08-25_Incidence","2018-08-25_Severity","2018-09-01_Incidence","2018-09-01_Severity"
"769",2018-08-18,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,2.785,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"770",2018-08-18,5,508,"T4","Pioneer P20T79R2",5,510,3.035,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"771",2018-08-18,5,509,"T3","Pioneer P20T79R2",4,510,2.995,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"772",2018-08-18,5,510,"T1","Pioneer P20T79R2",2,510,3.065,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"773",2018-08-18,6,601,"T3","Pioneer P20T79R2",4,510,3.02,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"774",2018-08-18,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,2.795,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"775",2018-08-18,6,603,"T1","Pioneer P20T79R2",2,510,3.055,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"776",2018-08-18,6,604,"T5","Pioneer P20T79R2",0,510,3,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"777",2018-08-18,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,2.825,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"778",2018-08-18,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,2.785,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
"779",2018-08-18,6,607,"T4","Pioneer P20T79R2",5,510,3.005,56.96122327,0,0,0,0,0,0,0,0,3.322259136,3,14.6179402,5,62,40,65,45
"780",2018-08-18,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,2.785,55.75604277,0,0,0.391389432,0,1.174168297,0.5,1.56555773,2,9.784735812,13,35.22504892,25,75,50,90,90
"781",2018-08-18,6,609,"T2","Pioneer P20T79R2",3,510,3.08,54.74630413,0,0,0,0,0,0,0,0,4.247104247,3,16.21621622,8,53,40,65,50
"782",2018-08-18,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,2.69,51.9481196,0,0,0,0,0.414078675,0,0.414078675,0,17.80538302,7,60,20,80,50,85,60
"783",2018-08-25,1,101,"T8","Syngenta NK Soybean S24-K2",4,510,3.3,53.80610166,0,0,0,0,0.414078675,0.5,0.414078675,0.85,21.5320911,8,42,30,77,60,88,85
"784",2018-08-25,1,102,"T6","Syngenta NK Soybean S24-K2",2,510,3.445,55.94978067,0,0,0,0,0,0,0.865800866,0,19.48051948,8,25,15,75,60,85,70
"785",2018-08-25,1,103,"T4","Pioneer P20T79R2",5,510,3.885,47.09847393,0,0,0,0,0.892857143,0.5,1.339285714,1,23.21428571,20,50,40,80,70,90,80
"786",2018-08-25,1,104,"T7","Syngenta NK Soybean S24-K2",3,510,3.35,45.88508259,0,0,0,0,0,0,0.907029478,0.85,18.14058957,30,45,50,73,70,85,80
"787",2018-08-25,1,105,"T9","Syngenta NK Soybean S24-K2",5,510,3.885,53.18555167,0,0,0,0,0,0,0,0,16.38095238,10,25,20,63,40,70,50
"788",2018-08-25,1,106,"T2","Pioneer P20T79R2",3,510,3.075,45.56499408,0.865800866,0.5,3.03030303,2,6.493506494,5,8.225108225,8,40,45,65,70,92,85,98,95
"789",2018-08-25,1,107,"T5","Pioneer P20T79R2",0,510,3.305,48.80316199,0,0,0,0,0.344234079,0.5,0.688468158,0.85,20.65404475,25,40,45,82,65,90,80
"790",2018-08-25,1,108,"T3","Pioneer P20T79R2",4,510,3.605,55.72771708,0,0,0.366300366,1,1.098901099,1,2.197802198,2,17.21611722,15,45,25,78,35,90,70
"791",2018-08-25,1,109,"T10","Syngenta NK Soybean S24-K2",0,510,3.9,57.32389568,0,0,0.772200772,0,0.772200772,0.5,0.386100386,0.85,8.494208494,2,30,10,75,30,80,65
"792",2018-08-25,1,110,"T1","Pioneer P20T79R2",2,510,3.215,56.41190616,0,0,0,0,0,0,0,0,14.06593407,5,40,15,60,40,70,50
"793",2018-08-25,2,201,"T9","Syngenta NK Soybean S24-K2",5,510,3.29,53.48158457,0,0,0,0,0.386100386,0,0.386100386,0.85,11.1969112,2,27.41312741,7,70,45,75,85
"794",2018-08-25,2,202,"T2","Pioneer P20T79R2",3,510,4.045,55.26662769,0,0,0,0,0.361663653,0.5,0.361663653,0.85,8.679927667,5,20.97649186,10,65,65,75,75
"795",2018-08-25,2,203,"T1","Pioneer P20T79R2",2,510,3.5,52.50317557,0.772200772,0.5,1.544401544,2,2.316602317,1,4.247104247,3,17.37451737,20,50,40,90,55,96,96
"796",2018-08-25,2,204,"T5","Pioneer P20T79R2",0,510,3.78,51.33591062,0,0,0,0,0,0,0,0,13.85281385,12,38,25,63,50,70,65
"797",2018-08-25,2,205,"T8","Syngenta NK Soybean S24-K2",4,510,3.715,47.52276788,0,0,0,0,1.207243461,0,2.012072435,1,24.14486922,12,45,35,80,60,92,88
"798",2018-08-25,2,206,"T6","Syngenta NK Soybean S24-K2",2,510,3.385,50.70979105,0.408163265,0.5,1.224489796,1,3.673469388,0.5,4.081632653,2,17.55102041,5,30,12,90,80,97,99
"799",2018-08-25,2,207,"T7","Syngenta NK Soybean S24-K2",3,510,4.205,56.22523189,0,0,0,0,0.361663653,0.5,0.723327306,1,11.21157324,8,22.42314647,13,60,48,65,55
"800",2018-08-25,2,208,"T4","Pioneer P20T79R2",5,510,3.44,48.16864132,0,0,0,0,0.816326531,0.5,0.816326531,1,21.2244898,20,40,40,75,50,80,75
"801",2018-08-25,2,209,"T3","Pioneer P20T79R2",4,510,3.675,56.65423805,0,0,0.751879699,0,0.37593985,0.5,1,1,10.90225564,2,33.83458647,10,67,25,80,52
"802",2018-08-25,2,210,"T10","Syngenta NK Soybean S24-K2",0,510,3.705,53.45098394,0,0,0,0,0,0,0,0,27.56892231,18,45,35,68,50,80,70
"803",2018-08-25,3,301,"T5","Pioneer P20T79R2",0,510,4.005,55.04236832,0,0,0,0,0,0,0.460829493,0,12.90322581,6,25,10,62,25,70,40
"804",2018-08-25,3,302,"T6","Syngenta NK Soybean S24-K2",2,510,3.695,52.49310207,0,0,0.680272109,0,0.680272109,0.5,1.020408163,1,10.20408163,6,27.21088435,12,70,45,88,80
"805",2018-08-25,3,303,"T3","Pioneer P20T79R2",4,510,4.195,55.8859003,0,0,0,0,0,0,0,0,8.225108225,2,29.004329,8,60,47,70,55
"806",2018-08-25,3,304,"T8","Syngenta NK Soybean S24-K2",4,510,4.09,57.29941882,0,0,0,0,0.43956044,0.5,0.879120879,1,15.82417582,5,20,13,80,65,85,70
"807",2018-08-25,3,305,"T9","Syngenta NK Soybean S24-K2",5,510,3.46,51.67876001,0,0,0,2,0,4,0,0,16.26984127,8,36.9047619,20,70,55,80,72
"808",2018-08-25,3,306,"T4","Pioneer P20T79R2",5,510,3.27,48.56957224,0,0,0.879120879,0,2.637362637,1,2.637362637,2,16.26373626,8,39.56043956,15,64,50,75,80
"809",2018-08-25,3,307,"T1","Pioneer P20T79R2",2,510,3.665,47.63853782,0,0,0.396825397,0,1.587301587,0.5,2.380952381,1,17.85714286,20,47,40,72,70,80,85
"810",2018-08-25,3,308,"T10","Syngenta NK Soybean S24-K2",0,510,3.73,59.89791831,0,0,0,0,0,0,0,0,4.69667319,2,13.69863014,5,65,50,70,70
"811",2018-08-25,3,309,"T7","Syngenta NK Soybean S24-K2",3,510,3.3,53.08278068,0,0,0.804828974,0,1.609657948,0.5,2.816901408,2,14.08450704,8,25,15,90,60,93,93
"812",2018-08-25,3,310,"T2","Pioneer P20T79R2",3,510,2.98,55.40802073,0,0,0.357142857,1,1.428571429,0.5,1.428571429,1,13.57142857,3,28.57142857,8,75,50,93,90
"813",2018-08-25,4,401,"T3","Pioneer P20T79R2",4,510,3.71,49.93386705,0,0,0.761904762,0,1.142857143,0.5,1.142857143,1,15.61904762,20,38,45,75,60,85,82
"814",2018-08-25,4,402,"T6","Syngenta NK Soybean S24-K2",2,510,3.545,51.32463795,0,0,0,0,0.37593985,0,0.37593985,0.85,4.135338346,1,10.52631579,3,65,20,70,73
"815",2018-08-25,4,403,"T5","Pioneer P20T79R2",0,510,3.36,50.66838259,0,0,0.332225914,0,1.328903654,0.5,1.328903654,1,11.96013289,3,50,20,78,40,88,84
"816",2018-08-25,4,404,"T2","Pioneer P20T79R2",3,510,3.66,52.8966318,0,0,0,0,0.391389432,0.5,0.391389432,0.85,7.436399217,5,29.35420744,10,69,50,80,80
"817",2018-08-25,4,405,"T1","Pioneer P20T79R2",2,510,3.875,47.61728798,0,0,0.723327306,0,2.169981917,0.5,2.169981917,2,17.35985533,4,32.54972875,12,80,60,90,90
"818",2018-08-25,4,406,"T4","Pioneer P20T79R2",5,510,4.195,53.90836061,0.782778865,0.5,1.956947162,2,2.739726027,3,4.305283757,5,16.8297456,12,60,30,90,50,95,80
"819",2018-08-25,4,407,"T10","Syngenta NK Soybean S24-K2",0,510,3.71,60.52445368,0,0,0,0,1.113172542,0.5,0.742115028,0.85,3.710575139,1,12.61595547,3,45,10,60,50
"820",2018-08-25,4,408,"T8","Syngenta NK Soybean S24-K2",4,510,3.595,54.07048582,0,0,0,0,2.232142857,1,2.232142857,2,4.017857143,3,15.17857143,5,60,40,75,60
"821",2018-08-25,4,409,"T7","Syngenta NK Soybean S24-K2",3,510,3.405,56.8736023,0,0,0,0,0,0,0.852878465,0.85,7.249466951,2,16.20469083,5,70,55,77,60
"822",2018-08-25,4,410,"T9","Syngenta NK Soybean S24-K2",5,510,3.9,62.98985431,0,0,0,0,0.892857143,0.5,0.446428571,0.85,8.482142857,5,36.60714286,10,70,60,80,70
"823",2018-08-25,5,501,"T10","Syngenta NK Soybean S24-K2",0,510,3.655,59.4493719,0,0,0,0,0,0,0,0,3.047619048,1,17.14285714,5,52,15,58,50
"824",2018-08-25,5,502,"T2","Pioneer P20T79R2",3,510,3.32,56.5946225,0,0,0,0,1.045296167,0.5,0.696864111,0.85,13.58885017,10,15.67944251,10,65,35,70,85
"825",2018-08-25,5,503,"T5","Pioneer P20T79R2",0,510,4.055,60.31754201,0,0,0,0,0.414078675,0.5,1,1,4.140786749,2,14.9068323,5,70,45,72,78
"826",2018-08-25,5,504,"T8","Syngenta NK Soybean S24-K2",4,510,4.375,56.74999728,1.020408163,0.5,2.040816327,2,3.401360544,3,4.421768707,4,20.06802721,20,45,35,73,70,85,75
"827",2018-08-25,5,505,"T7","Syngenta NK Soybean S24-K2",3,510,4.03,57.36020092,0,0,0,0,0.484261501,0.5,0.484261501,0.85,10.16949153,3,35.35108959,10,67,55,80,75
"828",2018-08-25,5,506,"T9","Syngenta NK Soybean S24-K2",5,510,3.755,49.5360572,0,0,0,0,0.348432056,0.5,1.393728223,1,15.67944251,20,60,40,65,55,75,60
"829",2018-08-25,5,507,"T6","Syngenta NK Soybean S24-K2",2,510,3.535,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"830",2018-08-25,5,508,"T4","Pioneer P20T79R2",5,510,3.11,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"831",2018-08-25,5,509,"T3","Pioneer P20T79R2",4,510,3.445,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"832",2018-08-25,5,510,"T1","Pioneer P20T79R2",2,510,3.375,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"833",2018-08-25,6,601,"T3","Pioneer P20T79R2",4,510,4.055,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"834",2018-08-25,6,602,"T6","Syngenta NK Soybean S24-K2",2,510,4.265,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"835",2018-08-25,6,603,"T1","Pioneer P20T79R2",2,510,3.39,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"836",2018-08-25,6,604,"T5","Pioneer P20T79R2",0,510,3.68,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"837",2018-08-25,6,605,"T8","Syngenta NK Soybean S24-K2",4,510,3.655,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"838",2018-08-25,6,606,"T7","Syngenta NK Soybean S24-K2",3,510,3.71,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
"839",2018-08-25,6,607,"T4","Pioneer P20T79R2",5,510,3.755,56.96122327,0,0,0,0,0,0,0,0,3.322259136,3,14.6179402,5,62,40,65,45
"840",2018-08-25,6,608,"T9","Syngenta NK Soybean S24-K2",5,510,4.33,55.75604277,0,0,0.391389432,0,1.174168297,0.5,1.56555773,2,9.784735812,13,35.22504892,25,75,50,90,90
"841",2018-08-25,6,609,"T2","Pioneer P20T79R2",3,510,3.955,54.74630413,0,0,0,0,0,0,0,0,4.247104247,3,16.21621622,8,53,40,65,50
"842",2018-08-25,6,610,"T10","Syngenta NK Soybean S24-K2",0,510,4.05,51.9481196,0,0,0,0,0.414078675,0,0.414078675,0,17.80538302,7,60,20,80,50,85,60
"843",2018-06-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,6.59,53.80610166,0,0,0,0,0.414078675,0.5,0.414078675,0.85,21.5320911,8,42,30,77,60,88,85
"844",2018-06-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,6.24,55.94978067,0,0,0,0,0,0,0.865800866,0,19.48051948,8,25,15,75,60,85,70
"845",2018-06-29,1,103,"T4","Pioneer P20T79R2",5,560,6.76,47.09847393,0,0,0,0,0.892857143,0.5,1.339285714,1,23.21428571,20,50,40,80,70,90,80
"846",2018-06-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,5.97,45.88508259,0,0,0,0,0,0,0.907029478,0.85,18.14058957,30,45,50,73,70,85,80
"847",2018-06-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,6.72,53.18555167,0,0,0,0,0,0,0,0,16.38095238,10,25,20,63,40,70,50
"848",2018-06-29,1,106,"T2","Pioneer P20T79R2",3,560,6.855,45.56499408,0.865800866,0.5,3.03030303,2,6.493506494,5,8.225108225,8,40,45,65,70,92,85,98,95
"849",2018-06-29,1,107,"T5","Pioneer P20T79R2",0,560,6.535,48.80316199,0,0,0,0,0.344234079,0.5,0.688468158,0.85,20.65404475,25,40,45,82,65,90,80
"850",2018-06-29,1,108,"T3","Pioneer P20T79R2",4,560,6.705,55.72771708,0,0,0.366300366,1,1.098901099,1,2.197802198,2,17.21611722,15,45,25,78,35,90,70
"851",2018-06-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,7.05,57.32389568,0,0,0.772200772,0,0.772200772,0.5,0.386100386,0.85,8.494208494,2,30,10,75,30,80,65
"852",2018-06-29,1,110,"T1","Pioneer P20T79R2",2,560,7.155,56.41190616,0,0,0,0,0,0,0,0,14.06593407,5,40,15,60,40,70,50
"853",2018-06-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,6.535,53.48158457,0,0,0,0,0.386100386,0,0.386100386,0.85,11.1969112,2,27.41312741,7,70,45,75,85
"854",2018-06-29,2,202,"T2","Pioneer P20T79R2",3,560,6.46,55.26662769,0,0,0,0,0.361663653,0.5,0.361663653,0.85,8.679927667,5,20.97649186,10,65,65,75,75
"855",2018-06-29,2,203,"T1","Pioneer P20T79R2",2,560,5.78,52.50317557,0.772200772,0.5,1.544401544,2,2.316602317,1,4.247104247,3,17.37451737,20,50,40,90,55,96,96
"856",2018-06-29,2,204,"T5","Pioneer P20T79R2",0,560,6.34,51.33591062,0,0,0,0,0,0,0,0,13.85281385,12,38,25,63,50,70,65
"857",2018-06-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,560,6.645,47.52276788,0,0,0,0,1.207243461,0,2.012072435,1,24.14486922,12,45,35,80,60,92,88
"858",2018-06-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,560,7.57,50.70979105,0.408163265,0.5,1.224489796,1,3.673469388,0.5,4.081632653,2,17.55102041,5,30,12,90,80,97,99
"859",2018-06-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,560,6.68,56.22523189,0,0,0,0,0.361663653,0.5,0.723327306,1,11.21157324,8,22.42314647,13,60,48,65,55
"860",2018-06-29,2,208,"T4","Pioneer P20T79R2",5,560,6.725,48.16864132,0,0,0,0,0.816326531,0.5,0.816326531,1,21.2244898,20,40,40,75,50,80,75
"861",2018-06-29,2,209,"T3","Pioneer P20T79R2",4,560,8.41,56.65423805,0,0,0.751879699,0,0.37593985,0.5,1,1,10.90225564,2,33.83458647,10,67,25,80,52
"862",2018-06-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,560,7.45,53.45098394,0,0,0,0,0,0,0,0,27.56892231,18,45,35,68,50,80,70
"863",2018-06-29,3,301,"T5","Pioneer P20T79R2",0,560,7.005,55.04236832,0,0,0,0,0,0,0.460829493,0,12.90322581,6,25,10,62,25,70,40
"864",2018-06-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,560,6.875,52.49310207,0,0,0.680272109,0,0.680272109,0.5,1.020408163,1,10.20408163,6,27.21088435,12,70,45,88,80
"865",2018-06-29,3,303,"T3","Pioneer P20T79R2",4,560,6.8,55.8859003,0,0,0,0,0,0,0,0,8.225108225,2,29.004329,8,60,47,70,55
"866",2018-06-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,560,6.22,57.29941882,0,0,0,0,0.43956044,0.5,0.879120879,1,15.82417582,5,20,13,80,65,85,70
"867",2018-06-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,560,7,51.67876001,0,0,0,2,0,4,0,0,16.26984127,8,36.9047619,20,70,55,80,72
"868",2018-06-29,3,306,"T4","Pioneer P20T79R2",5,560,6.69,48.56957224,0,0,0.879120879,0,2.637362637,1,2.637362637,2,16.26373626,8,39.56043956,15,64,50,75,80
"869",2018-06-29,3,307,"T1","Pioneer P20T79R2",2,560,6.48,47.63853782,0,0,0.396825397,0,1.587301587,0.5,2.380952381,1,17.85714286,20,47,40,72,70,80,85
"870",2018-06-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,560,6.39,59.89791831,0,0,0,0,0,0,0,0,4.69667319,2,13.69863014,5,65,50,70,70
"871",2018-06-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,560,7.03,53.08278068,0,0,0.804828974,0,1.609657948,0.5,2.816901408,2,14.08450704,8,25,15,90,60,93,93
"872",2018-06-29,3,310,"T2","Pioneer P20T79R2",3,560,7.14,55.40802073,0,0,0.357142857,1,1.428571429,0.5,1.428571429,1,13.57142857,3,28.57142857,8,75,50,93,90
"873",2018-06-29,4,401,"T3","Pioneer P20T79R2",4,560,6.365,49.93386705,0,0,0.761904762,0,1.142857143,0.5,1.142857143,1,15.61904762,20,38,45,75,60,85,82
"874",2018-06-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,560,6.475,51.32463795,0,0,0,0,0.37593985,0,0.37593985,0.85,4.135338346,1,10.52631579,3,65,20,70,73
"875",2018-06-29,4,403,"T5","Pioneer P20T79R2",0,560,6.065,50.66838259,0,0,0.332225914,0,1.328903654,0.5,1.328903654,1,11.96013289,3,50,20,78,40,88,84
"876",2018-06-29,4,404,"T2","Pioneer P20T79R2",3,560,6.135,52.8966318,0,0,0,0,0.391389432,0.5,0.391389432,0.85,7.436399217,5,29.35420744,10,69,50,80,80
"877",2018-06-29,4,405,"T1","Pioneer P20T79R2",2,560,7.29,47.61728798,0,0,0.723327306,0,2.169981917,0.5,2.169981917,2,17.35985533,4,32.54972875,12,80,60,90,90
"878",2018-06-29,4,406,"T4","Pioneer P20T79R2",5,560,7.315,53.90836061,0.782778865,0.5,1.956947162,2,2.739726027,3,4.305283757,5,16.8297456,12,60,30,90,50,95,80
"879",2018-06-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,560,6.3,60.52445368,0,0,0,0,1.113172542,0.5,0.742115028,0.85,3.710575139,1,12.61595547,3,45,10,60,50
"880",2018-06-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,560,6.435,54.07048582,0,0,0,0,2.232142857,1,2.232142857,2,4.017857143,3,15.17857143,5,60,40,75,60
"881",2018-06-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,560,7.145,56.8736023,0,0,0,0,0,0,0.852878465,0.85,7.249466951,2,16.20469083,5,70,55,77,60
"882",2018-06-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,560,8.01,62.98985431,0,0,0,0,0.892857143,0.5,0.446428571,0.85,8.482142857,5,36.60714286,10,70,60,80,70
"883",2018-06-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,560,6.59,59.4493719,0,0,0,0,0,0,0,0,3.047619048,1,17.14285714,5,52,15,58,50
"884",2018-06-29,5,502,"T2","Pioneer P20T79R2",3,560,7.16,56.5946225,0,0,0,0,1.045296167,0.5,0.696864111,0.85,13.58885017,10,15.67944251,10,65,35,70,85
"885",2018-06-29,5,503,"T5","Pioneer P20T79R2",0,560,6.6,60.31754201,0,0,0,0,0.414078675,0.5,1,1,4.140786749,2,14.9068323,5,70,45,72,78
"886",2018-06-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,560,6.405,56.74999728,1.020408163,0.5,2.040816327,2,3.401360544,3,4.421768707,4,20.06802721,20,45,35,73,70,85,75
"887",2018-06-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,560,6.975,57.36020092,0,0,0,0,0.484261501,0.5,0.484261501,0.85,10.16949153,3,35.35108959,10,67,55,80,75
"888",2018-06-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,560,7.55,49.5360572,0,0,0,0,0.348432056,0.5,1.393728223,1,15.67944251,20,60,40,65,55,75,60
"889",2018-06-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,560,6.72,57.22445013,0,0,0.386100386,1,0.386100386,1,1.158301158,2,5.791505792,5,22.00772201,12,63,50,70,60
"890",2018-06-29,5,508,"T4","Pioneer P20T79R2",5,560,6.655,53.10234372,0,0,0,0,0,0,0.732600733,0.85,7.692307692,2,25.64102564,10,66,50,75,60
"891",2018-06-29,5,509,"T3","Pioneer P20T79R2",4,560,7.92,51.42988006,0,0,0,0,0,0,0.742115028,0.85,16.32653061,25,45,45,70,65,80,75
"892",2018-06-29,5,510,"T1","Pioneer P20T79R2",2,560,7.245,55.43358146,0,0,0,0,0,0,0.793650794,0.85,7.936507937,3,28.57142857,10,55,45,65,50
"893",2018-06-29,6,601,"T3","Pioneer P20T79R2",4,560,7.19,52.55989655,0.361663653,0.5,0.361663653,1,0.723327306,0.5,1.446654611,1,16.63652803,15,45,30,80,50,90,88
"894",2018-06-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,560,6.86,58.58402759,0,0,0,0,0,0,0,0,7.956600362,5,34.35804702,12,65,25,75,40
"895",2018-06-29,6,603,"T1","Pioneer P20T79R2",2,560,6.755,53.21130333,0,0,0,0,0.446428571,0.5,0.446428571,1,13.39285714,10,40,35,66,45,75,65
"896",2018-06-29,6,604,"T5","Pioneer P20T79R2",0,560,6.98,61.82866345,0,0,0,0,0.907029478,0.5,2.267573696,1,5.442176871,3,16.32653061,8,55,40,60,45
"897",2018-06-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,560,6.965,60.33295467,0,0,0.402414487,1,0.402414487,2,0.402414487,3,8.853118712,5,20,10,74,65,80,75
"898",2018-06-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,560,7.28,53.389072,0,0,0,0,0,0,0,0,16.09657948,8,45,20,65,45,75,50
"899",2018-06-29,6,607,"T4","Pioneer P20T79R2",5,560,7.135,56.96122327,0,0,0,0,0,0,0,0,3.322259136,3,14.6179402,5,62,40,65,45
"900",2018-06-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,560,7.225,55.75604277,0,0,0.391389432,0,1.174168297,0.5,1.56555773,2,9.784735812,13,35.22504892,25,75,50,90,90
"901",2018-06-29,6,609,"T2","Pioneer P20T79R2",3,560,7.51,54.74630413,0,0,0,0,0,0,0,0,4.247104247,3,16.21621622,8,53,40,65,50
"902",2018-06-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,560,7.845,51.9481196,0,0,0,0,0.414078675,0,0.414078675,0,17.80538302,7,60,20,80,50,85,60
"903",2018-07-21,1,101,"T8","Syngenta NK Soybean S24-K2",4,560,4.565,53.80610166,0,0,0,0,0.414078675,0.5,0.414078675,0.85,21.5320911,8,42,30,77,60,88,85
"904",2018-07-21,1,102,"T6","Syngenta NK Soybean S24-K2",2,560,4.5,55.94978067,0,0,0,0,0,0,0.865800866,0,19.48051948,8,25,15,75,60,85,70
"905",2018-07-21,1,103,"T4","Pioneer P20T79R2",5,560,4.8,47.09847393,0,0,0,0,0.892857143,0.5,1.339285714,1,23.21428571,20,50,40,80,70,90,80
"906",2018-07-21,1,104,"T7","Syngenta NK Soybean S24-K2",3,560,4.3,45.88508259,0,0,0,0,0,0,0.907029478,0.85,18.14058957,30,45,50,73,70,85,80
"907",2018-07-21,1,105,"T9","Syngenta NK Soybean S24-K2",5,560,4.59,53.18555167,0,0,0,0,0,0,0,0,16.38095238,10,25,20,63,40,70,50
"908",2018-07-21,1,106,"T2","Pioneer P20T79R2",3,560,4.94,45.56499408,0.865800866,0.5,3.03030303,2,6.493506494,5,8.225108225,8,40,45,65,70,92,85,98,95
"909",2018-07-21,1,107,"T5","Pioneer P20T79R2",0,560,5.005,48.80316199,0,0,0,0,0.344234079,0.5,0.688468158,0.85,20.65404475,25,40,45,82,65,90,80
"910",2018-07-21,1,108,"T3","Pioneer P20T79R2",4,560,4.925,55.72771708,0,0,0.366300366,1,1.098901099,1,2.197802198,2,17.21611722,15,45,25,78,35,90,70
"911",2018-07-21,1,109,"T10","Syngenta NK Soybean S24-K2",0,560,4.65,57.32389568,0,0,0.772200772,0,0.772200772,0.5,0.386100386,0.85,8.494208494,2,30,10,75,30,80,65
"912",2018-07-21,1,110,"T1","Pioneer P20T79R2",2,560,5.03,56.41190616,0,0,0,0,0,0,0,0,14.06593407,5,40,15,60,40,70,50
"913",2018-07-21,2,201,"T9","Syngenta NK Soybean S24-K2",5,560,4.355,53.48158457,0,0,0,0,0.386100386,0,0.386100386,0.85,11.1969112,2,27.41312741,7,70,45,75,85
"914",2018-07-21,2,202,"T2","Pioneer P20T79R2",3,560,4.7,55.26662769,0,0,0,0,0.361663653,0.5,0.361663653,0.85,8.679927667,5,20.97649186,10,65,65,75,75
"915",2018-07-21,2,203,"T1","Pioneer P20T79R2",2,560,4.615,52.50317557,0.772200772,0.5,1.544401544,2,2.316602317,1,4.247104247,3,17.37451737,20,50,40,90,55,96,96
