ID,Date,Block,Plot,Rotation,Quadrat,Severity,Incidence
SDS_2016,2016-08-15,1,12,S4,1216,0,0
SDS_2016,2016-08-15,1,12,S4,1217,0,0
SDS_2016,2016-08-15,1,12,S4,1218,0,0
SDS_2016,2016-08-15,1,12,S4,1219,0,0
SDS_2016,2016-08-15,1,12,S4,1220,15,1.25
SDS_2016,2016-08-15,1,15,S3,1501,15,14.374999999999998
SDS_2016,2016-08-15,1,15,S3,1502,10,1.875
SDS_2016,2016-08-15,1,15,S3,1503,10,0.625
SDS_2016,2016-08-15,1,15,S3,1504,5,0.625
SDS_2016,2016-08-15,1,15,S3,1505,10,3.75
SDS_2016,2016-08-15,1,15,S3,1506,0,0
SDS_2016,2016-08-15,1,15,S3,1507,0,0
SDS_2016,2016-08-15,1,15,S3,1508,0,0
SDS_2016,2016-08-15,1,15,S3,1509,5,0.625
SDS_2016,2016-08-15,1,15,S3,1510,0,0
SDS_2016,2016-08-15,1,15,S3,1511,0,0
SDS_2016,2016-08-15,1,15,S3,1512,0,0
SDS_2016,2016-08-15,1,15,S3,1513,0,0
SDS_2016,2016-08-15,1,15,S3,1514,0,0
SDS_2016,2016-08-15,1,15,S3,1515,0,0
SDS_2016,2016-08-15,1,15,S3,1516,0,0
SDS_2016,2016-08-15,1,15,S3,1517,10,17.5
SDS_2016,2016-08-15,1,15,S3,1518,10,17.5
SDS_2016,2016-08-15,1,15,S3,1519,0,0
SDS_2016,2016-08-15,1,15,S3,1520,0,0
SDS_2016,2016-08-15,1,19,S2,1901,20,75
SDS_2016,2016-08-15,1,19,S2,1902,20,60
SDS_2016,2016-08-15,1,19,S2,1903,15,50
SDS_2016,2016-08-15,1,19,S2,1904,5,40
SDS_2016,2016-08-15,1,19,S2,1905,5,8.75
SDS_2016,2016-08-15,1,19,S2,1906,10,18.125
SDS_2016,2016-08-15,1,19,S2,1907,5,13.750000000000002
SDS_2016,2016-08-15,1,19,S2,1908,10,15
SDS_2016,2016-08-15,1,19,S2,1909,5,10.625
SDS_2016,2016-08-15,1,19,S2,1910,5,5
SDS_2016,2016-08-15,1,19,S2,1911,5,17.5
SDS_2016,2016-08-15,1,19,S2,1912,5,6.25
SDS_2016,2016-08-15,1,19,S2,1913,5,3.125
SDS_2016,2016-08-15,1,19,S2,1914,5,3.125
SDS_2016,2016-08-15,1,19,S2,1915,5,1.25
SDS_2016,2016-08-15,1,19,S2,1916,5,1.875
SDS_2016,2016-08-15,1,19,S2,1917,10,21.25
SDS_2016,2016-08-15,1,19,S2,1918,20,70
SDS_2016,2016-08-15,1,19,S2,1919,10,50
SDS_2016,2016-08-15,1,19,S2,1920,5,5
SDS_2016,2016-08-15,2,21,S4,2101,0,0
SDS_2016,2016-08-15,2,21,S4,2102,0,0
SDS_2016,2016-08-15,2,21,S4,2103,0,0
SDS_2016,2016-08-15,2,21,S4,2104,0,0
SDS_2016,2016-08-15,2,21,S4,2105,0,0
SDS_2016,2016-08-15,2,21,S4,2106,0,0
SDS_2016,2016-08-15,2,21,S4,2107,0,0
SDS_2016,2016-08-15,2,21,S4,2108,0,0
SDS_2016,2016-08-15,2,21,S4,2109,0,0
SDS_2016,2016-08-15,2,21,S4,2110,0,0
SDS_2016,2016-08-15,2,21,S4,2111,5,1.25
SDS_2016,2016-08-15,2,21,S4,2112,0,0
SDS_2016,2016-08-15,2,21,S4,2113,5,1.25
SDS_2016,2016-08-15,2,21,S4,2114,5,3.125
SDS_2016,2016-08-15,2,21,S4,2115,5,1.875
SDS_2016,2016-08-15,2,21,S4,2116,5,0.625
SDS_2016,2016-08-15,2,21,S4,2117,5,6.25
SDS_2016,2016-08-15,2,21,S4,2118,0,0
SDS_2016,2016-08-15,2,21,S4,2119,0,0
SDS_2016,2016-08-15,2,21,S4,2120,0,0
SDS_2016,2016-08-15,2,26,S3,2601,0,0
SDS_2016,2016-08-15,2,26,S3,2602,0,0
SDS_2016,2016-08-15,2,26,S3,2603,0,0
SDS_2016,2016-08-15,2,26,S3,2604,0,0
SDS_2016,2016-08-15,2,26,S3,2605,0,0
SDS_2016,2016-08-15,2,26,S3,2606,0,0
SDS_2016,2016-08-15,2,26,S3,2607,0,0
SDS_2016,2016-08-15,2,26,S3,2608,0,0
SDS_2016,2016-08-15,2,26,S3,2609,0,0
SDS_2016,2016-08-15,2,26,S3,2610,0,0
SDS_2016,2016-08-15,2,26,S3,2611,0,0
SDS_2016,2016-08-15,2,26,S3,2612,0,0
SDS_2016,2016-08-15,2,26,S3,2613,5,3.75
SDS_2016,2016-08-15,2,26,S3,2614,0,0
SDS_2016,2016-08-15,2,26,S3,2615,0,0
SDS_2016,2016-08-15,2,26,S3,2616,0,0
SDS_2016,2016-08-15,2,26,S3,2617,0,0
SDS_2016,2016-08-15,2,26,S3,2618,0,0
SDS_2016,2016-08-15,2,26,S3,2619,0,0
SDS_2016,2016-08-15,2,26,S3,2620,0,0
SDS_2016,2016-08-15,2,27,S2,2701,0,0
SDS_2016,2016-08-15,2,27,S2,2702,0,0
SDS_2016,2016-08-15,2,27,S2,2703,0,0
SDS_2016,2016-08-15,2,27,S2,2704,0,0
SDS_2016,2016-08-15,2,27,S2,2705,0,0
SDS_2016,2016-08-15,2,27,S2,2706,0,0
SDS_2016,2016-08-15,2,27,S2,2707,0,0
SDS_2016,2016-08-15,2,27,S2,2708,5,0.625
SDS_2016,2016-08-15,2,27,S2,2709,0,0
SDS_2016,2016-08-15,2,27,S2,2710,0,0
SDS_2016,2016-08-15,2,27,S2,2711,0,0
SDS_2016,2016-08-15,2,27,S2,2712,5,0.625
SDS_2016,2016-08-15,2,27,S2,2713,0,0
SDS_2016,2016-08-15,2,27,S2,2714,0,0
SDS_2016,2016-08-15,2,27,S2,2715,0,0
SDS_2016,2016-08-15,2,27,S2,2716,0,0
SDS_2016,2016-08-15,2,27,S2,2717,0,0
SDS_2016,2016-08-15,2,27,S2,2718,30,1.25
SDS_2016,2016-08-15,2,27,S2,2719,3,4.375
SDS_2016,2016-08-15,2,27,S2,2720,5,2.5
SDS_2016,2016-08-15,3,31,S4,3101,0,0
SDS_2016,2016-08-15,3,31,S4,3102,0,0
SDS_2016,2016-08-15,3,31,S4,3103,0,0
SDS_2016,2016-08-15,3,31,S4,3104,0,0
SDS_2016,2016-08-15,3,31,S4,3105,0,0
SDS_2016,2016-08-15,3,31,S4,3106,0,0
SDS_2016,2016-08-15,3,31,S4,3107,0,0
SDS_2016,2016-08-15,3,31,S4,3108,0,0
SDS_2016,2016-08-15,3,31,S4,3109,0,0
SDS_2016,2016-08-15,3,31,S4,3110,0,0
SDS_2016,2016-08-15,3,31,S4,3111,0,0
SDS_2016,2016-08-15,3,31,S4,3112,0,0
SDS_2016,2016-08-15,3,31,S4,3113,0,0
SDS_2016,2016-08-15,3,31,S4,3114,0,0
SDS_2016,2016-08-15,3,31,S4,3115,0,0
SDS_2016,2016-08-15,3,31,S4,3116,0,0
SDS_2016,2016-08-15,3,31,S4,3117,0,0
SDS_2016,2016-08-15,3,31,S4,3118,0,0
SDS_2016,2016-08-15,3,31,S4,3119,0,0
SDS_2016,2016-08-15,3,31,S4,3120,0,0
SDS_2016,2016-08-15,3,35,S2,3501,15,7.5
SDS_2016,2016-08-15,3,35,S2,3502,5,3.75
SDS_2016,2016-08-15,3,35,S2,3503,5,3.75
SDS_2016,2016-08-15,3,35,S2,3504,2,1.875
SDS_2016,2016-08-15,3,35,S2,3505,2,1.875
SDS_2016,2016-08-15,3,35,S2,3506,2,1.25
SDS_2016,2016-08-15,3,35,S2,3507,5,3.75
SDS_2016,2016-08-15,3,35,S2,3508,4,3.75
SDS_2016,2016-08-15,3,35,S2,3509,1,0.625
SDS_2016,2016-08-15,3,35,S2,3510,3,0.625
SDS_2016,2016-08-15,3,35,S2,3511,3,1.25
SDS_2016,2016-08-15,3,35,S2,3512,0,0
SDS_2016,2016-08-15,3,35,S2,3513,5,6.25
SDS_2016,2016-08-15,3,35,S2,3514,5,11.25
SDS_2016,2016-08-15,3,35,S2,3515,10,20.625
SDS_2016,2016-08-15,3,35,S2,3516,7,8.125
SDS_2016,2016-08-15,3,35,S2,3517,5,8.75
SDS_2016,2016-08-15,3,35,S2,3518,8,13.750000000000002
SDS_2016,2016-08-15,3,35,S2,3519,4,5
SDS_2016,2016-08-15,3,35,S2,3520,10,13.750000000000002
SDS_2016,2016-08-15,3,36,S3,3601,15,50
SDS_2016,2016-08-15,3,36,S3,3602,10,20
SDS_2016,2016-08-15,3,36,S3,3603,5,1.25
SDS_2016,2016-08-15,3,36,S3,3604,0,0
SDS_2016,2016-08-15,3,36,S3,3605,0,0
SDS_2016,2016-08-15,3,36,S3,3606,2,0.625
SDS_2016,2016-08-15,3,36,S3,3607,0,0
SDS_2016,2016-08-15,3,36,S3,3608,0,0
SDS_2016,2016-08-15,3,36,S3,3609,5,0.625
SDS_2016,2016-08-15,3,36,S3,3610,0,0
SDS_2016,2016-08-15,3,36,S3,3611,0,0
SDS_2016,2016-08-15,3,36,S3,3612,0,0
SDS_2016,2016-08-15,3,36,S3,3613,0,0
SDS_2016,2016-08-15,3,36,S3,3614,0,0
SDS_2016,2016-08-15,3,36,S3,3615,0,0
SDS_2016,2016-08-15,3,36,S3,3616,0,0
SDS_2016,2016-08-15,3,36,S3,3617,0,0
SDS_2016,2016-08-15,3,36,S3,3618,0,0
SDS_2016,2016-08-15,3,36,S3,3619,0,0
SDS_2016,2016-08-15,3,36,S3,3620,3,2.5
SDS_2016,2016-08-15,4,43,S4,4301,0,0
SDS_2016,2016-08-15,4,43,S4,4302,0,0
SDS_2016,2016-08-15,4,43,S4,4303,0,0
SDS_2016,2016-08-15,4,43,S4,4304,0,0
SDS_2016,2016-08-15,4,43,S4,4305,0,0
SDS_2016,2016-08-15,4,43,S4,4306,0,0
SDS_2016,2016-08-15,4,43,S4,4307,0,0
SDS_2016,2016-08-15,4,43,S4,4308,0,0
SDS_2016,2016-08-15,4,43,S4,4309,0,0
SDS_2016,2016-08-15,4,43,S4,4310,0,0
SDS_2016,2016-08-15,4,43,S4,4311,0,0
SDS_2016,2016-08-15,4,43,S4,4312,0,0
SDS_2016,2016-08-15,4,43,S4,4313,0,0
SDS_2016,2016-08-15,4,43,S4,4314,0,0
SDS_2016,2016-08-15,4,43,S4,4315,0,0
SDS_2016,2016-08-15,4,43,S4,4316,0,0
SDS_2016,2016-08-15,4,43,S4,4317,0,0
SDS_2016,2016-08-15,4,43,S4,4318,0,0
SDS_2016,2016-08-15,4,43,S4,4319,0,0
SDS_2016,2016-08-15,4,43,S4,4320,0,0
SDS_2016,2016-08-15,4,45,S2,4501,0,0
SDS_2016,2016-08-15,4,45,S2,4502,0,0
SDS_2016,2016-08-15,4,45,S2,4503,0,0
SDS_2016,2016-08-15,4,45,S2,4504,5,1.25
SDS_2016,2016-08-15,4,45,S2,4505,2,0.625
SDS_2016,2016-08-15,4,45,S2,4506,0,0
SDS_2016,2016-08-15,4,45,S2,4507,5,1.875
SDS_2016,2016-08-15,4,45,S2,4508,5,3.125
SDS_2016,2016-08-15,4,45,S2,4509,0,0
SDS_2016,2016-08-15,4,45,S2,4510,5,0.625
SDS_2016,2016-08-15,4,45,S2,4511,3,2.5
SDS_2016,2016-08-15,4,45,S2,4512,9,15.625
SDS_2016,2016-08-15,4,45,S2,4513,4,2.5
SDS_2016,2016-08-15,4,45,S2,4514,4,1.25
SDS_2016,2016-08-15,4,45,S2,4515,5,1.25
SDS_2016,2016-08-15,4,45,S2,4516,0,0
SDS_2016,2016-08-15,4,45,S2,4517,4,1.25
SDS_2016,2016-08-15,4,45,S2,4518,5,2.5
SDS_2016,2016-08-15,4,45,S2,4519,10,2.5
SDS_2016,2016-08-15,4,45,S2,4520,5,5.625
SDS_2016,2016-08-15,4,47,S3,4701,5,0.625
SDS_2016,2016-08-15,4,47,S3,4702,0,0
SDS_2016,2016-08-15,4,47,S3,4703,0,0
SDS_2016,2016-08-15,4,47,S3,4704,0,0
SDS_2016,2016-08-15,4,47,S3,4705,0,0
SDS_2016,2016-08-15,4,47,S3,4706,5,3.125
SDS_2016,2016-08-15,4,47,S3,4707,5,2.5
SDS_2016,2016-08-15,4,47,S3,4708,0,0
SDS_2016,2016-08-15,4,47,S3,4709,0,0
SDS_2016,2016-08-15,4,47,S3,4710,0,0
SDS_2016,2016-08-15,4,47,S3,4711,0,0
SDS_2016,2016-08-15,4,47,S3,4712,0,0
SDS_2016,2016-08-15,4,47,S3,4713,0,0
SDS_2016,2016-08-15,4,47,S3,4714,0,0
SDS_2016,2016-08-15,4,47,S3,4715,0,0
SDS_2016,2016-08-15,4,47,S3,4716,0,0
SDS_2016,2016-08-15,4,47,S3,4717,0,0
SDS_2016,2016-08-15,4,47,S3,4718,0,0
SDS_2016,2016-08-15,4,47,S3,4719,0,0
SDS_2016,2016-08-15,4,47,S3,4720,0,0
SDS_2016,2016-08-22,1,12,S4,1201,0,0
SDS_2016,2016-08-22,1,12,S4,1202,5,3.125
SDS_2016,2016-08-22,1,12,S4,1203,0,0
SDS_2016,2016-08-22,1,12,S4,1204,0,0
SDS_2016,2016-08-22,1,12,S4,1205,0,0
SDS_2016,2016-08-22,1,12,S4,1206,0,0
SDS_2016,2016-08-22,1,12,S4,1207,0,0
SDS_2016,2016-08-22,1,12,S4,1208,0,0
SDS_2016,2016-08-22,1,12,S4,1209,0,0
SDS_2016,2016-08-22,1,12,S4,1210,0,0
SDS_2016,2016-08-22,1,12,S4,1211,0,0
SDS_2016,2016-08-22,1,12,S4,1212,0,0
SDS_2016,2016-08-22,1,12,S4,1213,0,0
SDS_2016,2016-08-22,1,12,S4,1214,0,0
SDS_2016,2016-08-22,1,12,S4,1215,0,0
SDS_2016,2016-08-22,1,12,S4,1216,0,0
SDS_2016,2016-08-22,1,12,S4,1217,0,0
SDS_2016,2016-08-22,1,12,S4,1218,0,0
SDS_2016,2016-08-22,1,12,S4,1219,0,0
SDS_2016,2016-08-22,1,12,S4,1220,20,5.625
SDS_2016,2016-08-22,1,15,S3,1501,40,80
SDS_2016,2016-08-22,1,15,S3,1502,30,25
SDS_2016,2016-08-22,1,15,S3,1503,25,20
SDS_2016,2016-08-22,1,15,S3,1504,20,15
SDS_2016,2016-08-22,1,15,S3,1505,35,50
SDS_2016,2016-08-22,1,15,S3,1506,0,0
SDS_2016,2016-08-22,1,15,S3,1507,0,0
SDS_2016,2016-08-22,1,15,S3,1508,0,0
SDS_2016,2016-08-22,1,15,S3,1509,30,3.125
SDS_2016,2016-08-22,1,15,S3,1510,25,0.625
SDS_2016,2016-08-22,1,15,S3,1511,0,0
SDS_2016,2016-08-22,1,15,S3,1512,20,3.75
SDS_2016,2016-08-22,1,15,S3,1513,0,0
SDS_2016,2016-08-22,1,15,S3,1514,0,0
SDS_2016,2016-08-22,1,15,S3,1515,0,0
SDS_2016,2016-08-22,1,15,S3,1516,0,0
SDS_2016,2016-08-22,1,15,S3,1517,60,45
SDS_2016,2016-08-22,1,15,S3,1518,50,70
SDS_2016,2016-08-22,1,15,S3,1519,10,3.75
SDS_2016,2016-08-22,1,15,S3,1520,0,0
SDS_2016,2016-08-22,1,19,S2,1901,60,100
SDS_2016,2016-08-22,1,19,S2,1902,50,80
SDS_2016,2016-08-22,1,19,S2,1903,70,90
SDS_2016,2016-08-22,1,19,S2,1904,60,70
SDS_2016,2016-08-22,1,19,S2,1905,30,40
SDS_2016,2016-08-22,1,19,S2,1906,50,80
SDS_2016,2016-08-22,1,19,S2,1907,50,80
SDS_2016,2016-08-22,1,19,S2,1908,60,85
SDS_2016,2016-08-22,1,19,S2,1909,35,80
SDS_2016,2016-08-22,1,19,S2,1910,30,70
SDS_2016,2016-08-22,1,19,S2,1911,35,75
SDS_2016,2016-08-22,1,19,S2,1912,25,50
SDS_2016,2016-08-22,1,19,S2,1913,15,20
SDS_2016,2016-08-22,1,19,S2,1914,10,30
SDS_2016,2016-08-22,1,19,S2,1915,15,20
SDS_2016,2016-08-22,1,19,S2,1916,15,20
SDS_2016,2016-08-22,1,19,S2,1917,40,85
SDS_2016,2016-08-22,1,19,S2,1918,60,90
SDS_2016,2016-08-22,1,19,S2,1919,40,80
SDS_2016,2016-08-22,1,19,S2,1920,15,30
SDS_2016,2016-08-22,2,21,S4,2101,15,1.875
SDS_2016,2016-08-22,2,21,S4,2102,20,1.875
SDS_2016,2016-08-22,2,21,S4,2103,0,0
SDS_2016,2016-08-22,2,21,S4,2104,0,0
SDS_2016,2016-08-22,2,21,S4,2105,0,0
SDS_2016,2016-08-22,2,21,S4,2106,0,0
SDS_2016,2016-08-22,2,21,S4,2107,20,1.25
SDS_2016,2016-08-22,2,21,S4,2108,0,0
SDS_2016,2016-08-22,2,21,S4,2109,0,0
SDS_2016,2016-08-22,2,21,S4,2110,0,0
SDS_2016,2016-08-22,2,21,S4,2111,10,3.125
SDS_2016,2016-08-22,2,21,S4,2112,15,1.25
SDS_2016,2016-08-22,2,21,S4,2113,15,3.75
SDS_2016,2016-08-22,2,21,S4,2114,15,5
SDS_2016,2016-08-22,2,21,S4,2115,10,3.125
SDS_2016,2016-08-22,2,21,S4,2116,10,6.25
SDS_2016,2016-08-22,2,21,S4,2117,10,6.25
SDS_2016,2016-08-22,2,21,S4,2118,25,30
SDS_2016,2016-08-22,2,21,S4,2119,0,0
SDS_2016,2016-08-22,2,21,S4,2120,0,0
SDS_2016,2016-08-22,2,26,S3,2601,0,0
SDS_2016,2016-08-22,2,26,S3,2602,0,0
SDS_2016,2016-08-22,2,26,S3,2603,0,0
SDS_2016,2016-08-22,2,26,S3,2604,5,1.25
SDS_2016,2016-08-22,2,26,S3,2605,0,0
SDS_2016,2016-08-22,2,26,S3,2606,0,0
SDS_2016,2016-08-22,2,26,S3,2607,0,0
SDS_2016,2016-08-22,2,26,S3,2608,0,0
SDS_2016,2016-08-22,2,26,S3,2609,15,5
SDS_2016,2016-08-22,2,26,S3,2610,20,20
SDS_2016,2016-08-22,2,26,S3,2611,0,0
SDS_2016,2016-08-22,2,26,S3,2612,0,0
SDS_2016,2016-08-22,2,26,S3,2613,30,3.75
SDS_2016,2016-08-22,2,26,S3,2614,25,35
SDS_2016,2016-08-22,2,26,S3,2615,0,0
SDS_2016,2016-08-22,2,26,S3,2616,0,0
SDS_2016,2016-08-22,2,26,S3,2617,0,0
SDS_2016,2016-08-22,2,26,S3,2618,0,0
SDS_2016,2016-08-22,2,26,S3,2619,10,1.875
SDS_2016,2016-08-22,2,26,S3,2620,15,1.25
SDS_2016,2016-08-22,2,27,S2,2701,0,0
SDS_2016,2016-08-22,2,27,S2,2702,5,1.25
SDS_2016,2016-08-22,2,27,S2,2703,0,0
SDS_2016,2016-08-22,2,27,S2,2704,0,0
SDS_2016,2016-08-22,2,27,S2,2705,10,1.875
SDS_2016,2016-08-22,2,27,S2,2706,10,2.5
SDS_2016,2016-08-22,2,27,S2,2707,10,3.125
SDS_2016,2016-08-22,2,27,S2,2708,10,1.875
SDS_2016,2016-08-22,2,27,S2,2709,0,0
SDS_2016,2016-08-22,2,27,S2,2710,5,1.875
SDS_2016,2016-08-22,2,27,S2,2711,3,3.125
SDS_2016,2016-08-22,2,27,S2,2712,10,0.625
SDS_2016,2016-08-22,2,27,S2,2713,0,0
SDS_2016,2016-08-22,2,27,S2,2714,0,0
SDS_2016,2016-08-22,2,27,S2,2715,5,1.25
SDS_2016,2016-08-22,2,27,S2,2716,0,0
SDS_2016,2016-08-22,2,27,S2,2717,0,0
SDS_2016,2016-08-22,2,27,S2,2718,50,3.75
SDS_2016,2016-08-22,2,27,S2,2719,15,10
SDS_2016,2016-08-22,2,27,S2,2720,15,1.25
SDS_2016,2016-08-22,3,31,S4,3101,0,0
SDS_2016,2016-08-22,3,31,S4,3102,5,0.625
SDS_2016,2016-08-22,3,31,S4,3103,0,0
SDS_2016,2016-08-22,3,31,S4,3104,0,0
SDS_2016,2016-08-22,3,31,S4,3105,0,0
SDS_2016,2016-08-22,3,31,S4,3106,0,0
SDS_2016,2016-08-22,3,31,S4,3107,0,0
SDS_2016,2016-08-22,3,31,S4,3108,0,0
SDS_2016,2016-08-22,3,31,S4,3109,10,1.25
SDS_2016,2016-08-22,3,31,S4,3110,0,0
SDS_2016,2016-08-22,3,31,S4,3111,0,0
SDS_2016,2016-08-22,3,31,S4,3112,0,0
SDS_2016,2016-08-22,3,31,S4,3113,0,0
SDS_2016,2016-08-22,3,31,S4,3114,0,0
SDS_2016,2016-08-22,3,31,S4,3115,0,0
SDS_2016,2016-08-22,3,31,S4,3116,0,0
SDS_2016,2016-08-22,3,31,S4,3117,0,0
SDS_2016,2016-08-22,3,31,S4,3118,5,3.125
SDS_2016,2016-08-22,3,31,S4,3119,0,0
SDS_2016,2016-08-22,3,31,S4,3120,10,1.25
SDS_2016,2016-08-22,3,35,S2,3501,50,75
SDS_2016,2016-08-22,3,35,S2,3502,30,30
SDS_2016,2016-08-22,3,35,S2,3503,30,25
SDS_2016,2016-08-22,3,35,S2,3504,25,20
SDS_2016,2016-08-22,3,35,S2,3505,40,20
SDS_2016,2016-08-22,3,35,S2,3506,30,20
SDS_2016,2016-08-22,3,35,S2,3507,20,30
SDS_2016,2016-08-22,3,35,S2,3508,35,25
SDS_2016,2016-08-22,3,35,S2,3509,15,10
SDS_2016,2016-08-22,3,35,S2,3510,20,10
SDS_2016,2016-08-22,3,35,S2,3511,10,15
SDS_2016,2016-08-22,3,35,S2,3512,15,5
SDS_2016,2016-08-22,3,35,S2,3513,50,40
SDS_2016,2016-08-22,3,35,S2,3514,30,40
SDS_2016,2016-08-22,3,35,S2,3515,50,90
SDS_2016,2016-08-22,3,35,S2,3516,50,70
SDS_2016,2016-08-22,3,35,S2,3517,40,75
SDS_2016,2016-08-22,3,35,S2,3518,50,70
SDS_2016,2016-08-22,3,35,S2,3519,20,40
SDS_2016,2016-08-22,3,35,S2,3520,40,50
SDS_2016,2016-08-22,3,36,S3,3601,60,90
SDS_2016,2016-08-22,3,36,S3,3602,50,75
SDS_2016,2016-08-22,3,36,S3,3603,30,3.75
SDS_2016,2016-08-22,3,36,S3,3604,0,0
SDS_2016,2016-08-22,3,36,S3,3605,0,0
SDS_2016,2016-08-22,3,36,S3,3606,15,0
SDS_2016,2016-08-22,3,36,S3,3607,10,1.25
SDS_2016,2016-08-22,3,36,S3,3608,0,0
SDS_2016,2016-08-22,3,36,S3,3609,60,0.625
SDS_2016,2016-08-22,3,36,S3,3610,0,0
SDS_2016,2016-08-22,3,36,S3,3611,0,0
SDS_2016,2016-08-22,3,36,S3,3612,0,0
SDS_2016,2016-08-22,3,36,S3,3613,0,0
SDS_2016,2016-08-22,3,36,S3,3614,0,0
SDS_2016,2016-08-22,3,36,S3,3615,0,0
SDS_2016,2016-08-22,3,36,S3,3616,0,0
SDS_2016,2016-08-22,3,36,S3,3617,0,0
SDS_2016,2016-08-22,3,36,S3,3618,0,0
SDS_2016,2016-08-22,3,36,S3,3619,5,0.625
SDS_2016,2016-08-22,3,36,S3,3620,5,3.75
SDS_2016,2016-08-22,4,43,S4,4301,0,0
SDS_2016,2016-08-22,4,43,S4,4302,0,0
SDS_2016,2016-08-22,4,43,S4,4303,0,0
SDS_2016,2016-08-22,4,43,S4,4304,15,1.25
SDS_2016,2016-08-22,4,43,S4,4305,0,0
SDS_2016,2016-08-22,4,43,S4,4306,0,0
SDS_2016,2016-08-22,4,43,S4,4307,0,0
SDS_2016,2016-08-22,4,43,S4,4308,0,0
SDS_2016,2016-08-22,4,43,S4,4309,0,0
SDS_2016,2016-08-22,4,43,S4,4310,0,0
SDS_2016,2016-08-22,4,43,S4,4311,0,0
SDS_2016,2016-08-22,4,43,S4,4312,0,0
SDS_2016,2016-08-22,4,43,S4,4313,0,0
SDS_2016,2016-08-22,4,43,S4,4314,0,0
SDS_2016,2016-08-22,4,43,S4,4315,0,0
SDS_2016,2016-08-22,4,43,S4,4316,0,0
SDS_2016,2016-08-22,4,43,S4,4317,0,0
SDS_2016,2016-08-22,4,43,S4,4318,0,0
SDS_2016,2016-08-22,4,43,S4,4319,0,0
SDS_2016,2016-08-22,4,43,S4,4320,10,3.125
SDS_2016,2016-08-22,4,45,S2,4501,0,0
SDS_2016,2016-08-22,4,45,S2,4502,5,1.25
SDS_2016,2016-08-22,4,45,S2,4503,0,0
SDS_2016,2016-08-22,4,45,S2,4504,20,6.25
SDS_2016,2016-08-22,4,45,S2,4505,25,6.25
SDS_2016,2016-08-22,4,45,S2,4506,5,1.875
SDS_2016,2016-08-22,4,45,S2,4507,20,6.25
SDS_2016,2016-08-22,4,45,S2,4508,15,6.25
SDS_2016,2016-08-22,4,45,S2,4509,0,0
SDS_2016,2016-08-22,4,45,S2,4510,10,6.25
SDS_2016,2016-08-22,4,45,S2,4511,5,20
SDS_2016,2016-08-22,4,45,S2,4512,40,60
SDS_2016,2016-08-22,4,45,S2,4513,20,30
SDS_2016,2016-08-22,4,45,S2,4514,50,10
SDS_2016,2016-08-22,4,45,S2,4515,20,12
SDS_2016,2016-08-22,4,45,S2,4516,5,3.125
SDS_2016,2016-08-22,4,45,S2,4517,15,3.125
SDS_2016,2016-08-22,4,45,S2,4518,40,25
SDS_2016,2016-08-22,4,45,S2,4519,25,15
SDS_2016,2016-08-22,4,45,S2,4520,30,10
SDS_2016,2016-08-22,4,47,S3,4701,20,0.625
SDS_2016,2016-08-22,4,47,S3,4702,0,0
SDS_2016,2016-08-22,4,47,S3,4703,0,0
SDS_2016,2016-08-22,4,47,S3,4704,0,0
SDS_2016,2016-08-22,4,47,S3,4705,15,1.25
SDS_2016,2016-08-22,4,47,S3,4706,25,35
SDS_2016,2016-08-22,4,47,S3,4707,20,20
SDS_2016,2016-08-22,4,47,S3,4708,25,1.25
SDS_2016,2016-08-22,4,47,S3,4709,0,0
SDS_2016,2016-08-22,4,47,S3,4710,0,0
SDS_2016,2016-08-22,4,47,S3,4711,0,0
SDS_2016,2016-08-22,4,47,S3,4712,0,0
SDS_2016,2016-08-22,4,47,S3,4713,0,0
SDS_2016,2016-08-22,4,47,S3,4714,0,0
SDS_2016,2016-08-22,4,47,S3,4715,0,0
SDS_2016,2016-08-22,4,47,S3,4716,0,0
SDS_2016,2016-08-22,4,47,S3,4717,0,0
SDS_2016,2016-08-22,4,47,S3,4718,0,0
SDS_2016,2016-08-22,4,47,S3,4719,0,0
SDS_2016,2016-08-22,4,47,S3,4720,0,0
SDS_2016,2016-08-29,1,12,S4,1201,30,50
SDS_2016,2016-08-29,1,12,S4,1202,50,7.5
SDS_2016,2016-08-29,1,12,S4,1203,5,1.875
SDS_2016,2016-08-29,1,12,S4,1204,0,0
SDS_2016,2016-08-29,1,12,S4,1205,0,0
SDS_2016,2016-08-29,1,12,S4,1206,0,0
SDS_2016,2016-08-29,1,12,S4,1207,0,0
SDS_2016,2016-08-29,1,12,S4,1208,0,0
SDS_2016,2016-08-29,1,12,S4,1209,0,0
SDS_2016,2016-08-29,1,12,S4,1210,0,0
SDS_2016,2016-08-29,1,12,S4,1211,20,3.125
SDS_2016,2016-08-29,1,12,S4,1212,0,0
SDS_2016,2016-08-29,1,12,S4,1213,0,0
SDS_2016,2016-08-29,1,12,S4,1214,0,0
SDS_2016,2016-08-29,1,12,S4,1215,0,0
SDS_2016,2016-08-29,1,12,S4,1216,0,0
SDS_2016,2016-08-29,1,12,S4,1217,0,0
SDS_2016,2016-08-29,1,12,S4,1218,40,10
SDS_2016,2016-08-29,1,12,S4,1219,95,90
SDS_2016,2016-08-29,1,12,S4,1220,40,20
SDS_2016,2016-08-29,1,15,S3,1501,40,15
SDS_2016,2016-08-29,1,15,S3,1502,40,15
SDS_2016,2016-08-29,1,15,S3,1503,50,70
SDS_2016,2016-08-29,1,15,S3,1504,25,15
